"ID_Number","Activity","Start_time","End_time","Sleep_location"
"3","S","0.00","6.00","H"
"3","P","6.00","10.20",""
"3","C","10.20","10.45",""
"3","W","10.45","20.55",""
"3","C","20.55","21.23",""
"3","P","21.23","22.00",""
"3","S","22.00","3.50","A"
"3","P","3.50","5.02",""
"3","C","5.02","5.20",""
"3","W","5.20","12.10",""
"3","C","12.10","12.35",""
"3","P","12.35","13.00",""
"3","S","13.00","16.00","H"
"3","P","16.00","22.00",""
"3","S","22.00","7.30","H"
"3","P","7.30","14.00",""
"3","S","14.00","16.55","H"
"3","P","16.55","18.10",""
"3","C","18.10","18.35",""
"3","W","18.35","2.39",""
"3","C","2.39","2.57",""
"3","P","2.57","4.00",""
"3","S","4.00","12.30","A"
"3","P","12.30","13.42",""
"3","C","13.42","14.00",""
"3","W","14.00","23.40",""
"3","C","23.40","0.05",""
"3","P","0.05","1.00",""
"3","S","1.00","8.15","H"
"3","P","8.15","13.00",""
"3","S","13.00","14.30","H"
"3","P","14.30","21.00",""
"3","S","21.00","7.30","H"
"3","P","7.30","17.30",""
"3","S","17.30","23.30","H"
"3","P","23.30","0.42",""
"3","C","0.42","1.00",""
"3","W","1.00","8.14",""
"3","C","8.14","8.32",""
"3","P","8.32","17.00",""
"3","S","17.00","23.30","A"
"3","P","23.30","0.42",""
"3","C","0.42","1.00",""
"3","W","1.00","9.25",""
"3","C","9.25","9.50",""
"3","P","9.50","22.15",""
"3","S","22.15","7.00","H"
"3","P","7.00","13.15",""
"3","C","13.15","13.40",""
"3","W","13.40","22.34",""
"3","C","22.34","22.52",""
"3","P","22.52","23.59",""
"3","S","0.00","8.00","A"
"3","P","8.00","11.12",""
"3","C","11.12","11.30",""
"3","W","11.30","17.15",""
"3","C","17.15","17.40",""
"3","P","17.40","21.15",""
"3","S","21.15","7.15","H"
"3","P","7.15","20.30",""
"3","S","20.30","7.00","H"
"3","P","7.00","22.00",""
"3","S","22.00","3.05","H"
"3","P","3.05","5.10",""
"3","C","5.10","5.35",""
"3","W","5.35","13.19",""
"3","C","13.19","13.37",""
"3","P","13.37","17.00",""
"3","S","17.00","23.55","A"
"3","P","23.55","1.17",""
"3","C","1.17","1.25",""
"3","W","1.25","13.35",""
"3","C","13.35","14.00",""
"3","P","14.00","21.30",""
"3","S","21.30","23.59","H"
"4","S","0.00","3.30","H"
"4","P","3.30","4.00",""
"4","C","4.00","5.15",""
"4","W","5.15","8.50",""
"4","C","8.50","9.00",""
"4","P","9.00","14.50",""
"4","S","14.50","21.00","A"
"4","P","21.00","22.20",""
"4","C","22.20","22.30",""
"4","W","22.30","5.05",""
"4","C","5.05","7.00",""
"4","P","7.00","9.15",""
"4","S","9.15","12.30","H"
"4","P","12.30","23.30",""
"4","S","23.30","7.00","H"
"4","P","7.00","23.30",""
"4","S","23.30","7.30","H"
"4","P","7.30","13.00",""
"4","S","13.00","14.00","H"
"4","P","14.00","19.00",""
"4","C","19.00","21.15",""
"4","W","21.15","7.10",""
"4","P","7.10","9.00",""
"4","S","9.00","12.00","A"
"4","P","12.00","16.00",""
"4","S","16.00","20.30","A"
"4","P","20.30","22.35",""
"4","C","22.35","22.45",""
"4","W","22.45","7.25",""
"4","C","7.25","9.00",""
"4","P","9.00","23.30",""
"4","S","23.30","8.30","H"
"4","P","8.30","23.30",""
"4","S","23.30","7.00","H"
"4","P","7.00","9.30",""
"4","C","9.30","10.45",""
"4","W","10.45","20.00",""
"4","P","20.00","23.00",""
"4","S","23.00","7.30","A"
"4","P","7.30","11.20",""
"4","C","11.20","11.30",""
"4","W","11.30","14.50",""
"4","C","14.50","16.10",""
"4","P","16.10","1.00",""
"4","S","1.00","8.30","H"
"4","P","8.30","23.15",""
"4","S","23.15","7.00","H"
"4","P","7.00","15.00",""
"4","S","15.00","15.45","H"
"4","P","15.45","19.20",""
"4","C","19.20","20.30",""
"4","W","20.30","6.05",""
"4","P","6.05","8.00",""
"4","S","8.00","17.30","A"
"4","P","17.30","19.00",""
"4","S","19.00","20.00","A"
"4","P","20.00","23.20",""
"4","C","23.20","23.30",""
"4","W","23.30","8.55",""
"4","C","8.55","10.20",""
"4","P","10.20","23.30",""
"4","S","23.30","7.00","H"
"4","P","7.00","12.00",""
"4","C","12.00","13.30",""
"4","W","13.30","23.59",""
"8","W","0.00","3.00",""
"8","C","3.00","3.30",""
"8","P","3.30","4.00",""
"8","S","4.00","10.45","H"
"8","P","10.45","14.00",""
"8","C","14.00","14.30",""
"8","W","14.30","21.30",""
"8","C","21.30","22.00",""
"8","P","22.00","1.00",""
"8","S","1.00","9.45","H"
"8","P","9.45","14.00",""
"8","C","14.00","14.30",""
"8","W","14.30","21.00",""
"8","C","21.00","21.30",""
"8","P","21.30","0.30",""
"8","S","0.30","9.30","H"
"8","P","9.30","14.00",""
"8","C","14.00","14.30",""
"8","W","14.30","22.00",""
"8","C","22.00","22.30",""
"8","P","22.30","2.00",""
"8","S","2.00","9.45","H"
"8","P","9.45","14.00",""
"8","C","14.00","14.30",""
"8","W","14.30","1.15",""
"8","C","1.15","1.45",""
"8","P","1.45","2.00",""
"8","S","2.00","9.30","H"
"8","P","9.30","22.30",""
"8","S","22.30","8.15","H"
"8","P","8.15","1.45",""
"8","S","1.45","6.00","H"
"8","P","6.00","7.30",""
"8","S","7.30","11.45","H"
"8","P","11.45","14.00",""
"8","C","14.00","14.30",""
"8","W","14.30","1.40",""
"8","C","1.40","2.10",""
"8","P","2.10","2.30",""
"8","S","2.30","11.20","H"
"8","P","11.20","14.00",""
"8","C","14.00","14.30",""
"8","W","14.30","21.30",""
"8","C","21.30","22.00",""
"8","P","22.00","1.00",""
"8","S","1.00","9.45","H"
"8","P","9.45","14.00",""
"8","C","14.00","14.30",""
"8","W","14.30","21.00",""
"8","C","21.00","21.30",""
"8","P","21.30","1.30",""
"8","S","1.30","10.30","H"
"8","P","10.30","14.00",""
"8","C","14.00","14.30",""
"8","W","14.30","21.00",""
"8","C","21.00","21.30",""
"8","P","21.30","1.30",""
"8","S","1.30","9.30","H"
"8","P","9.30","14.00",""
"8","C","14.00","14.30",""
"8","W","14.30","23.00",""
"8","C","23.00","23.30",""
"8","P","23.30","1.00",""
"8","S","1.00","9.30","H"
"8","P","9.30","23.30",""
"8","S","23.30","8.30","H"
"8","P","8.30","2.00",""
"8","S","2.00","10.00","H"
"8","P","10.00","23.59",""
"13","S","0.00","7.30","H"
"13","P","7.30","9.30",""
"13","C","9.30","10.00",""
"13","W","10.00","20.15",""
"13","L","20.15","22.00",""
"13","P","22.00","23.30",""
"13","S","23.30","7.00","A"
"13","P","7.00","8.00",""
"13","W","8.00","18.30",""
"13","L","18.30","23.00",""
"13","C","23.00","23.30",""
"13","P","23.30","23.59",""
"13","S","0.00","7.30","H"
"13","P","7.30","9.30",""
"13","C","9.30","10.15",""
"13","W","10.15","22.15",""
"13","C","22.15","22.45",""
"13","P","22.45","23.59",""
"13","S","0.00","7.00","A"
"13","P","7.00","9.00",""
"13","C","9.00","9.30",""
"13","W","9.30","18.30",""
"13","C","18.30","19.00",""
"13","P","19.00","0.30",""
"13","S","0.30","8.00","H"
"13","P","8.00","23.59",""
"13","S","0.00","7.00","H"
"13","P","7.00","23.59",""
"13","S","0.00","6.30","H"
"13","P","6.30","23.59",""
"13","S","0.00","6.30","H"
"13","P","6.30","10.00",""
"13","C","10.00","10.30",""
"13","W","10.30","20.30",""
"13","P","20.30","23.59",""
"13","S","0.00","6.00","A"
"13","P","6.00","9.00",""
"13","W","9.00","18.15",""
"13","C","18.15","18.45",""
"13","P","18.45","23.59",""
"13","S","0.00","6.30","H"
"13","P","6.30","7.30",""
"13","C","7.30","8.30",""
"13","W","8.30","21.00",""
"13","L","21.00","22.00",""
"13","P","22.00","23.59",""
"13","S","0.00","6.00","A"
"13","P","6.00","10.00",""
"13","W","10.00","19.30",""
"13","C","19.30","20.00",""
"13","P","20.00","23.59",""
"13","S","0.00","7.30","H"
"13","P","7.30","23.59",""
"13","S","0.00","8.00","H"
"13","P","8.00","23.59",""
"13","S","0.00","7.00","H"
"13","P","7.00","23.59",""
"17","S","0.00","4.30","H"
"17","P","4.30","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","16.00",""
"17","C","16.00","16.10",""
"17","P","16.10","22.00",""
"17","S","22.00","4.30","H"
"17","P","4.30","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","15.00",""
"17","C","15.00","15.10",""
"17","P","15.10","22.00",""
"17","S","22.00","4.30","H"
"17","P","4.30","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","15.00",""
"17","C","15.00","15.10",""
"17","P","15.10","15.30",""
"17","S","15.30","16.30","H"
"17","P","16.30","22.00",""
"17","S","22.00","4.30","H"
"17","P","4.30","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","14.30",""
"17","C","14.30","14.40",""
"17","P","14.40","21.30",""
"17","S","21.30","4.45","H"
"17","P","4.45","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","15.00",""
"17","C","15.00","15.10",""
"17","P","15.10","21.00",""
"17","S","21.00","4.45","H"
"17","P","4.45","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","14.20",""
"17","C","14.20","14.30",""
"17","P","14.30","20.30",""
"17","S","20.30","4.45","H"
"17","P","4.45","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","14.00",""
"17","C","14.00","14.10",""
"17","P","14.10","21.00",""
"17","S","21.00","4.30","H"
"17","P","4.30","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","14.00",""
"17","C","14.00","14.10",""
"17","P","14.10","21.00",""
"17","S","21.00","4.30","H"
"17","P","4.30","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","14.00",""
"17","C","14.00","14.10",""
"17","P","14.10","21.00",""
"17","S","21.00","5.00","H"
"17","P","5.00","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","15.00",""
"17","C","15.00","15.10",""
"17","S","15.10","16.00","H"
"17","P","16.00","22.00",""
"17","S","22.00","4.30","H"
"17","P","4.30","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","15.00",""
"17","C","15.00","15.10",""
"17","P","15.10","23.00",""
"17","S","23.00","4.30","H"
"17","P","4.30","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","14.00",""
"17","C","14.00","14.10",""
"17","P","14.10","22.00",""
"17","S","22.00","4.30","H"
"17","P","4.30","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","15.00",""
"17","C","15.00","15.10",""
"17","P","15.10","16.00",""
"17","S","16.00","16.30","H"
"17","P","16.30","21.00",""
"17","S","21.00","4.30","H"
"17","P","4.30","5.50",""
"17","C","5.50","6.00",""
"17","W","6.00","15.00",""
"17","C","15.00","15.10",""
"17","P","15.10","22.00",""
"17","S","22.00","23.59","H"
"19","S","0.00","7.00","H"
"19","P","7.00","23.59",""
"19","S","0.00","3.00","H"
"19","P","3.00","3.15",""
"19","S","3.15","5.15","H"
"19","P","5.15","6.00",""
"19","S","6.00","7.30","H"
"19","P","7.30","11.30",""
"19","C","11.30","13.30",""
"19","W","13.30","0.30",""
"19","P","0.30","1.30",""
"19","S","1.30","7.30","A"
"19","P","7.30","14.00",""
"19","W","14.00","19.30",""
"19","C","19.30","21.30",""
"19","P","21.30","23.00",""
"19","S","23.00","7.30","H"
"19","P","7.30","1.00",""
"19","S","1.00","7.00","H"
"19","P","7.00","22.00",""
"19","S","22.00","7.00","H"
"19","P","7.00","23.00",""
"19","S","23.00","7.00","H"
"19","P","7.00","9.30",""
"19","C","9.30","11.30",""
"19","W","11.30","18.30",""
"19","P","18.30","23.30",""
"19","S","23.30","8.45","A"
"19","P","8.45","13.00",""
"19","W","13.00","20.45",""
"19","C","20.45","22.45",""
"19","P","22.45","23.59",""
"19","S","0.00","9.00","H"
"19","P","9.00","23.00",""
"19","S","23.00","8.00","H"
"19","P","8.00","21.15",""
"19","C","21.15","23.45",""
"19","W","23.45","5.30",""
"19","P","5.30","6.30",""
"19","S","6.30","12.00","A"
"19","P","12.00","14.30",""
"19","S","14.30","16.30","A"
"19","P","16.30","22.00",""
"19","W","22.00","6.30",""
"19","C","6.30","8.30",""
"19","P","8.30","11.15",""
"19","S","11.15","14.15","H"
"19","P","14.15","23.30",""
"19","S","23.30","8.30","H"
"19","P","8.30","23.30",""
"19","S","23.30","8.00","H"
"19","P","8.00","11.00",""
"19","C","11.00","13.00",""
"19","W","13.00","21.30",""
"19","P","21.30","23.30",""
"19","S","23.30","23.59","A"
"23","S","0.00","6.45","H"
"23","P","6.45","17.40",""
"23","C","17.40","18.00",""
"23","W","18.00","2.35",""
"23","C","2.35","2.50",""
"23","P","2.50","3.30",""
"23","S","3.30","9.30","A"
"23","P","9.30","12.15",""
"23","C","12.15","12.45",""
"23","W","12.45","22.50",""
"23","S","18.30","18.50","A"
"23","C","22.50","23.05",""
"23","P","23.05","3.00",""
"23","S","3.00","8.30","H"
"23","P","8.30","10.50",""
"23","C","10.50","11.00",""
"23","W","11.00","19.35",""
"23","L","19.35","20.15",""
"23","P","20.15","22.30",""
"23","S","22.30","2.05","A"
"23","P","2.05","3.05",""
"23","C","3.05","3.35",""
"23","W","3.35","11.00",""
"23","C","11.00","11.15",""
"23","P","11.15","13.30",""
"23","S","13.30","18.00","H"
"23","P","18.00","1.00",""
"23","S","1.00","7.00","H"
"23","P","7.00","9.00",""
"23","C","9.00","9.15",""
"23","W","9.15","16.30",""
"23","C","16.30","16.45",""
"23","P","16.45","21.30",""
"23","S","21.30","0.30","A"
"23","P","0.30","1.30",""
"23","C","1.30","2.00",""
"23","W","2.00","7.00",""
"23","C","7.00","7.15",""
"23","P","7.15","15.35",""
"23","S","15.35","16.15","H"
"23","P","16.15","17.15",""
"23","S","17.15","19.00","H"
"23","P","19.00","19.45",""
"23","C","19.45","20.00",""
"23","W","20.00","8.15",""
"23","S","1.30","5.00","A"
"23","C","8.15","8.30",""
"23","P","8.30","10.10",""
"23","S","10.10","17.10","A"
"23","P","17.10","18.05",""
"23","C","18.05","18.30",""
"23","W","18.30","2.00",""
"23","C","2.00","2.15",""
"23","P","2.15","3.45",""
"23","S","3.45","8.45","H"
"23","P","8.45","15.15",""
"23","C","15.15","15.30",""
"23","W","15.30","3.50",""
"23","C","3.50","4.05",""
"23","P","4.05","5.20",""
"23","S","5.20","10.20","A"
"23","P","10.20","11.20",""
"23","C","11.20","11.50",""
"23","W","11.50","22.15",""
"23","C","22.15","22.30",""
"23","P","22.30","1.45",""
"23","S","1.45","8.15","H"
"23","P","8.15","11.45",""
"23","C","11.45","12.00",""
"23","W","12.00","23.55",""
"23","C","23.55","0.10",""
"23","P","0.10","2.30",""
"23","S","2.30","8.30","H"
"23","P","8.30","16.30",""
"23","C","16.30","16.45",""
"23","W","16.45","2.11",""
"23","C","2.11","2.26",""
"23","P","2.26","4.05",""
"23","S","4.05","9.00","A"
"23","P","9.00","12.30",""
"23","C","12.30","13.00",""
"23","W","13.00","20.30",""
"23","C","20.30","20.45",""
"23","P","20.45","0.45",""
"23","S","0.45","7.30","H"
"23","P","7.30","0.15",""
"23","S","0.15","7.00","H"
"23","P","7.00","23.59",""
"25","P","0.00","1.40",""
"25","C","1.40","2.00",""
"25","W","2.00","11.00",""
"25","P","11.00","12.30",""
"25","S","12.30","20.40","A"
"25","P","20.40","1.30",""
"25","W","1.30","6.30",""
"25","C","6.30","6.55",""
"25","P","6.55","9.30",""
"25","S","9.30","12.15","H"
"25","P","12.15","22.45",""
"25","S","22.45","8.15","H"
"25","P","8.15","11.10",""
"25","C","11.10","11.30",""
"25","W","11.30","23.00",""
"25","P","23.00","2.00",""
"25","S","2.00","9.30","A"
"25","P","9.30","11.54",""
"25","W","11.54","21.00",""
"25","C","21.00","21.25",""
"25","P","21.25","0.30",""
"25","S","0.30","7.00","H"
"25","P","7.00","23.00",""
"25","C","23.00","23.25",""
"25","W","23.25","6.30",""
"25","P","6.30","8.00",""
"25","S","8.00","14.15","A"
"25","P","14.15","21.25",""
"25","W","21.25","9.25",""
"25","L","9.25","10.55",""
"25","C","10.55","11.25",""
"25","P","11.25","12.30",""
"25","S","12.30","15.30","H"
"25","P","15.30","23.45",""
"25","S","23.45","7.00","H"
"25","P","7.00","23.00",""
"25","S","23.00","2.20","H"
"25","C","2.20","2.45",""
"25","W","2.45","9.05",""
"25","P","9.05","10.30",""
"25","S","10.30","18.30","A"
"25","P","18.30","23.55",""
"25","W","23.55","11.30",""
"25","L","11.30","13.55",""
"25","C","13.55","14.20",""
"25","P","14.20","23.59",""
"25","S","0.00","10.00","H"
"25","P","10.00","18.10",""
"25","C","18.10","18.25",""
"25","W","18.25","5.00",""
"25","P","5.00","7.00",""
"25","S","7.00","14.30","A"
"25","P","14.30","16.50",""
"25","W","16.50","0.30",""
"25","P","0.30","2.30",""
"25","S","2.30","9.00","H"
"25","P","9.00","0.30",""
"25","S","0.30","9.30","H"
"25","P","9.30","19.30",""
"25","C","19.30","20.00",""
"25","W","20.00","23.59",""
"31","P","0.00","1.00",""
"31","S","1.00","7.15","H"
"31","P","7.15","18.30",""
"31","S","18.30","2.45","H"
"31","P","2.45","4.10",""
"31","C","4.10","4.40",""
"31","W","4.40","13.55",""
"31","S","11.00","11.30","A"
"31","S","13.00","13.30","A"
"31","P","13.55","22.00",""
"31","S","22.00","7.30","A"
"31","P","7.30","11.20",""
"31","W","11.20","23.20",""
"31","L","23.20","2.40",""
"31","S","0.00","2.00","A"
"31","C","2.40","3.30",""
"31","P","3.30","4.00",""
"31","S","4.00","6.30","H"
"31","P","6.30","22.00",""
"31","S","22.00","6.00","H"
"31","P","6.00","7.30",""
"31","C","7.30","8.00",""
"31","W","8.00","21.55",""
"31","P","21.55","1.15",""
"31","S","1.15","10.15","A"
"31","P","10.15","11.45",""
"31","W","11.45","21.00",""
"31","C","21.00","21.30",""
"31","P","21.30","23.30",""
"31","S","23.30","9.00","H"
"31","P","9.00","1.30",""
"31","S","1.30","9.30","H"
"31","P","9.30","23.30",""
"31","S","23.30","2.30","H"
"31","P","2.30","4.00",""
"31","C","4.00","4.30",""
"31","W","4.30","16.10",""
"31","S","7.00","8.00","A"
"31","S","8.30","9.15","A"
"31","P","16.10","19.00",""
"31","S","19.00","22.50","A"
"31","P","22.50","0.10",""
"31","W","0.10","8.40",""
"31","C","8.40","9.10",""
"31","P","9.10","20.00",""
"31","S","20.00","7.30","H"
"31","P","7.30","2.30",""
"31","S","2.30","8.30","H"
"31","P","8.30","12.45",""
"31","C","12.45","13.15",""
"31","W","13.15","1.15",""
"31","P","1.15","3.15",""
"31","S","3.15","15.00","A"
"31","P","15.00","20.45",""
"31","W","20.45","3.55",""
"31","C","3.55","4.30",""
"31","P","4.30","4.45",""
"31","S","4.45","7.45","H"
"31","P","7.45","23.30",""
"31","S","23.30","23.59","H"
"32","S","0.00","7.30","H"
"32","P","7.30","22.30",""
"32","S","22.30","6.00","H"
"32","P","6.00","22.30",""
"32","S","22.30","6.00","H"
"32","P","6.00","22.30",""
"32","S","22.30","6.30","H"
"32","P","6.30","23.00",""
"32","S","23.00","5.00","H"
"32","P","5.00","6.00",""
"32","C","6.00","6.30",""
"32","W","6.30","16.35",""
"32","C","16.35","17.00",""
"32","P","17.00","23.00",""
"32","S","23.00","6.00","H"
"32","P","6.00","22.30",""
"32","S","22.30","7.30","H"
"32","P","7.30","23.00",""
"32","S","23.00","8.00","H"
"32","P","8.00","20.00",""
"32","C","20.00","20.15",""
"32","W","20.15","3.00",""
"32","L","3.00","6.00",""
"32","S","4.00","5.30","A"
"32","C","6.00","6.30",""
"32","S","6.30","11.00","H"
"32","P","11.00","20.30",""
"32","S","20.30","7.00","H"
"32","P","7.00","23.00",""
"32","S","23.00","6.45","H"
"32","P","6.45","8.30",""
"32","C","8.30","8.45",""
"32","W","8.45","20.45",""
"32","L","20.45","23.00",""
"32","C","23.00","23.30",""
"32","S","23.30","6.45","H"
"32","P","6.45","8.30",""
"32","C","8.30","8.45",""
"32","W","8.45","10.30",""
"32","C","10.30","11.00",""
"32","P","11.00","22.30",""
"32","S","22.30","5.00","H"
"32","P","5.00","5.30",""
"32","C","5.30","6.00",""
"32","W","6.00","16.00",""
"32","L","16.00","18.00",""
"32","C","18.00","18.30",""
"32","P","18.30","22.00",""
"32","S","22.00","8.10","H"
"32","P","8.10","23.30",""
"32","S","23.30","23.59","H"
"36","P","0.00","0.30",""
"36","S","0.30","8.00","H"
"36","P","8.00","14.00",""
"36","C","14.00","14.05",""
"36","W","14.05","2.15",""
"36","C","2.15","2.20",""
"36","P","2.20","3.45",""
"36","S","3.45","9.00","H"
"36","P","9.00","14.00",""
"36","C","14.00","14.05",""
"36","W","14.05","2.15",""
"36","C","2.15","2.20",""
"36","P","2.20","4.30",""
"36","S","4.30","8.30","H"
"36","P","8.30","14.00",""
"36","C","14.00","14.05",""
"36","W","14.05","2.15",""
"36","C","2.15","2.20",""
"36","P","2.20","5.00",""
"36","S","5.00","11.00","H"
"36","P","11.00","14.00",""
"36","C","14.00","14.05",""
"36","W","14.05","2.15",""
"36","C","2.15","2.20",""
"36","P","2.20","3.30",""
"36","S","3.30","10.00","H"
"36","P","10.00","14.00",""
"36","C","14.00","14.05",""
"36","W","14.05","23.30",""
"36","C","23.30","23.35",""
"36","P","23.35","3.00",""
"36","S","3.00","10.00","H"
"36","P","10.00","23.59",""
"36","S","0.00","10.00","H"
"36","P","10.00","23.59",""
"36","S","0.00","10.30","H"
"36","P","10.30","14.00",""
"36","C","14.00","14.05",""
"36","W","14.05","20.30",""
"36","C","20.30","20.35",""
"36","P","20.35","23.59",""
"36","S","0.00","0.30","H"
"36","P","0.30","3.00",""
"36","S","3.00","8.30","H"
"36","P","8.30","14.00",""
"36","C","14.00","14.05",""
"36","W","14.05","19.00",""
"36","C","19.00","19.05",""
"36","P","19.05","3.00",""
"36","S","3.00","8.30","H"
"36","P","8.30","14.00",""
"36","C","14.00","14.05",""
"36","W","14.05","3.40",""
"36","C","3.40","3.45",""
"36","P","3.45","4.00",""
"36","S","4.00","10.00","H"
"36","P","10.00","14.00",""
"36","C","14.00","14.05",""
"36","W","14.05","3.00",""
"36","C","3.00","3.05",""
"36","P","3.05","4.00",""
"36","S","4.00","10.30","H"
"36","P","10.30","14.00",""
"36","C","14.00","14.05",""
"36","W","14.05","19.00",""
"36","C","19.00","19.05",""
"36","P","19.05","23.59",""
"36","S","0.00","8.00","H"
"36","P","8.00","23.59",""
"36","S","0.00","8.15","H"
"36","P","8.15","23.59",""
"43","S","0.00","5.30","H"
"43","P","5.30","6.30",""
"43","C","6.30","7.15",""
"43","W","7.15","16.30",""
"43","C","16.30","17.30",""
"43","P","17.30","22.00",""
"43","S","22.00","5.30","H"
"43","P","5.30","6.40",""
"43","C","6.40","7.10",""
"43","W","7.10","16.20",""
"43","C","16.20","17.00",""
"43","P","17.00","21.30",""
"43","S","21.30","5.30","H"
"43","P","5.30","6.50",""
"43","C","6.50","7.10",""
"43","W","7.10","16.10",""
"43","C","16.10","16.40",""
"43","P","16.40","22.10",""
"43","S","22.10","5.30","H"
"43","P","5.30","6.30",""
"43","C","6.30","7.00",""
"43","W","7.00","16.00",""
"43","C","16.00","16.40",""
"43","P","16.40","22.00",""
"43","S","22.00","5.30","H"
"43","P","5.30","6.50",""
"43","C","6.50","7.50",""
"43","W","7.50","16.10",""
"43","C","16.10","17.10",""
"43","P","17.10","20.10",""
"43","S","20.10","4.30","H"
"43","P","4.30","7.30",""
"43","C","7.30","8.00",""
"43","W","8.00","16.10",""
"43","C","16.10","16.50",""
"43","P","16.50","21.30",""
"43","S","21.30","6.00","H"
"43","P","6.00","7.20",""
"43","C","7.20","7.50",""
"43","W","7.50","20.00",""
"43","C","20.00","20.30",""
"43","P","20.30","21.40",""
"43","S","21.40","5.30","H"
"43","P","5.30","7.00",""
"43","C","7.00","7.30",""
"43","W","7.30","16.00",""
"43","C","16.00","16.30",""
"43","P","16.30","21.50",""
"43","S","21.50","5.30","H"
"43","P","5.30","6.50",""
"43","C","6.50","7.20",""
"43","W","7.20","16.10",""
"43","C","16.10","16.50",""
"43","P","16.50","21.30",""
"43","S","21.30","5.30","H"
"43","P","5.30","6.50",""
"43","C","6.50","7.50",""
"43","W","7.50","16.10",""
"43","C","16.10","17.10",""
"43","P","17.10","22.00",""
"43","S","22.00","5.30","H"
"43","P","5.30","7.00",""
"43","C","7.00","7.50",""
"43","W","7.50","16.10",""
"43","C","16.10","16.50",""
"43","P","16.50","22.10",""
"43","S","22.10","5.30","H"
"43","P","5.30","7.00",""
"43","C","7.00","7.30",""
"43","W","7.30","16.10",""
"43","C","16.10","16.50",""
"43","P","16.50","22.10",""
"43","S","22.10","8.40","H"
"43","P","8.40","21.30",""
"43","S","21.30","9.00","H"
"43","P","9.00","20.10",""
"43","S","20.10","23.59","H"
"44","S","0.00","9.00","H"
"44","P","9.00","13.00",""
"44","S","13.00","14.00","H"
"44","P","14.00","22.00",""
"44","C","22.00","22.30",""
"44","W","22.30","8.30",""
"44","L","8.30","10.30",""
"44","S","9.00","10.00","A"
"44","C","10.30","11.00",""
"44","S","11.00","15.00","H"
"44","P","15.00","22.00",""
"44","S","22.00","6.30","H"
"44","P","6.30","13.00",""
"44","S","13.00","14.00","H"
"44","P","14.00","16.30",""
"44","C","16.30","17.00",""
"44","W","17.00","1.30",""
"44","C","1.30","2.00",""
"44","P","2.00","3.00",""
"44","S","3.00","8.30","H"
"44","P","8.30","13.00",""
"44","S","13.00","14.00","H"
"44","P","14.00","22.00",""
"44","S","22.00","6.30","H"
"44","P","6.30","8.00",""
"44","C","8.00","8.30",""
"44","W","8.30","17.50",""
"44","C","17.50","18.20",""
"44","P","18.20","21.30",""
"44","S","21.30","6.30","H"
"44","P","6.30","22.00",""
"44","S","22.00","6.00","H"
"44","P","6.00","8.30",""
"44","C","8.30","9.00",""
"44","W","9.00","21.00",""
"44","L","21.00","21.30",""
"44","C","21.30","22.00",""
"44","P","22.00","23.00",""
"44","S","23.00","6.30","H"
"44","P","6.30","13.00",""
"44","S","13.00","14.00","H"
"44","P","14.00","20.00",""
"44","C","20.00","20.30",""
"44","W","20.30","6.00",""
"44","C","6.00","6.30",""
"44","P","6.30","7.00",""
"44","S","7.00","10.30","H"
"44","P","10.30","20.30",""
"44","S","20.30","1.00","H"
"44","P","1.00","2.30",""
"44","C","2.30","3.00",""
"44","W","3.00","15.00",""
"44","C","15.00","15.30",""
"44","P","15.30","21.00",""
"44","S","21.00","6.00","H"
"44","P","6.00","13.00",""
"44","S","13.00","14.00","H"
"44","P","14.00","23.45",""
"44","C","23.45","0.15",""
"44","W","0.15","9.30",""
"44","C","9.30","10.00",""
"44","P","10.00","10.30",""
"44","S","10.30","14.00","H"
"44","P","14.00","20.00",""
"44","S","20.00","6.00","H"
"44","P","6.00","13.00",""
"44","S","13.00","14.00","H"
"44","P","14.00","15.30",""
"44","C","15.30","16.00",""
"44","W","16.00","4.00",""
"44","L","4.00","5.00",""
"44","C","5.00","5.30",""
"44","P","5.30","6.00",""
"44","S","6.00","10.30","H"
"44","P","10.30","21.00",""
"44","S","21.00","23.59","H"
"46","S","0.00","2.00","H"
"46","P","2.00","3.00",""
"46","C","3.00","5.00",""
"46","W","5.00","8.30",""
"46","I","8.30","15.30",""
"46","S","11.00","14.00","A"
"46","W","15.30","20.30",""
"46","C","20.30","21.30",""
"46","P","21.30","22.45",""
"46","S","22.45","2.30","H"
"46","P","2.30","3.30",""
"46","C","3.30","4.45",""
"46","W","4.45","8.45",""
"46","I","8.45","15.30",""
"46","S","10.00","13.30","A"
"46","P","13.30","15.30",""
"46","W","15.30","20.30",""
"46","C","20.30","21.30",""
"46","P","21.30","23.00",""
"46","S","23.00","2.30","H"
