"ID_Number","Activity","Start_time","End_time","Sleep_location"
"295","P","11.20","12.00",""
"295","S","12.00","19.00","H"
"295","P","19.00","21.00",""
"295","C","21.00","22.00",""
"295","W","22.00","10.00",""
"295","L","10.00","10.40",""
"295","C","10.40","11.35",""
"295","P","11.35","12.00",""
"295","S","12.00","18.30","H"
"295","P","18.30","21.00",""
"295","C","21.00","22.00",""
"295","W","22.00","10.00",""
"295","L","10.00","10.15",""
"295","C","10.15","11.10",""
"295","P","11.10","11.30",""
"295","S","11.30","19.30","H"
"295","P","19.30","21.00",""
"295","C","21.00","22.00",""
"295","W","22.00","8.35",""
"295","C","8.35","9.30",""
"295","P","9.30","10.00",""
"295","S","10.00","19.00","H"
"295","P","19.00","20.20",""
"295","C","20.20","21.00",""
"295","W","21.00","9.00",""
"295","L","9.00","10.00",""
"295","C","10.00","10.45",""
"295","P","10.45","11.10",""
"295","S","11.10","20.00","H"
"295","P","20.00","23.59",""
"296","S","0.00","4.30","H"
"296","P","4.30","5.00",""
"296","C","5.00","6.00",""
"296","W","6.00","16.20",""
"296","P","16.20","20.00",""
"296","S","20.00","2.30","A"
"296","P","2.30","3.45",""
"296","C","3.45","4.10",""
"296","W","4.10","12.15",""
"296","C","12.15","13.15",""
"296","P","13.15","21.00",""
"296","S","21.00","5.00","H"
"296","P","5.00","22.00",""
"296","S","22.00","6.00","H"
"296","P","6.00","14.15",""
"296","C","14.15","15.15",""
"296","W","15.15","21.30",""
"296","L","21.30","22.10",""
"296","P","22.10","22.50",""
"296","S","22.50","7.30","A"
"296","P","7.30","17.00",""
"296","W","17.00","3.20",""
"296","C","3.20","4.15",""
"296","P","4.15","4.30",""
"296","S","4.30","9.30","H"
"296","P","9.30","22.00",""
"296","S","22.00","5.30","H"
"296","P","5.30","7.15",""
"296","C","7.15","8.15",""
"296","W","8.15","17.15",""
"296","P","17.15","19.15",""
"296","S","19.15","2.30","A"
"296","P","2.30","3.30",""
"296","W","3.30","12.15",""
"296","C","12.15","13.15",""
"296","P","13.15","21.00",""
"296","S","21.00","6.00","H"
"296","P","6.00","16.00",""
"296","S","16.00","17.30","H"
"296","P","17.30","23.00",""
"296","S","23.00","5.00","H"
"296","P","5.00","21.00",""
"296","S","21.00","22.25","H"
"296","C","22.25","23.25",""
"296","W","23.25","7.30",""
"296","C","7.30","7.50",""
"296","P","7.50","8.00",""
"296","S","8.00","13.45","A"
"296","P","13.45","15.00",""
"296","W","15.00","1.45",""
"296","C","1.45","2.45",""
"296","P","2.45","3.00",""
"296","S","3.00","10.00","H"
"296","P","10.00","22.00",""
"296","S","22.00","6.00","H"
"296","P","6.00","8.50",""
"296","C","8.50","9.50",""
"296","W","9.50","17.00",""
"296","P","17.00","22.00",""
"296","S","22.00","2.00","A"
"296","P","2.00","3.00",""
"296","W","3.00","9.45",""
"296","C","9.45","10.45",""
"296","P","10.45","21.45",""
"296","S","21.45","23.59","H"
"299","S","0.00","7.00","H"
"299","P","7.00","16.00",""
"299","C","16.00","18.00",""
"299","W","18.00","0.20",""
"299","C","0.20","0.30",""
"299","P","0.30","1.00",""
"299","S","1.00","7.00","H"
"299","P","7.00","22.00",""
"299","S","22.00","2.30","H"
"299","P","2.30","3.00",""
"299","C","3.00","3.10",""
"299","W","3.10","12.20",""
"299","C","12.20","15.00",""
"299","P","15.00","22.00",""
"299","S","22.00","4.00","H"
"299","P","4.00","6.00",""
"299","S","6.00","8.00","H"
"299","P","8.00","14.30",""
"299","C","14.30","16.30",""
"299","W","16.30","23.00",""
"299","C","23.00","23.10",""
"299","S","23.30","4.00","H"
"299","P","4.00","6.00",""
"299","S","6.00","7.00","H"
"299","P","7.00","21.00",""
"299","S","21.00","1.30","H"
"299","P","1.30","2.30",""
"299","C","2.30","3.00",""
"299","W","3.00","9.00",""
"299","C","9.00","11.30",""
"299","P","11.30","12.30",""
"299","S","12.30","14.00","H"
"299","P","14.00","22.00",""
"299","S","22.00","6.00","H"
"299","P","6.00","14.00",""
"299","S","14.00","15.00","H"
"299","P","15.00","23.00",""
"299","S","23.00","5.30","H"
"299","P","5.30","19.00",""
"299","C","19.00","21.00",""
"299","W","21.00","2.30",""
"299","C","2.30","3.00",""
"299","S","3.00","8.00","H"
"299","P","8.00","23.00",""
"299","S","23.00","6.30","H"
"299","P","6.30","8.30",""
"299","C","8.30","8.40",""
"299","W","9.00","16.00",""
"299","C","16.00","18.00",""
"299","P","18.00","23.00",""
"299","S","23.00","4.30","H"
"299","P","4.30","6.00",""
"299","S","6.00","7.00","H"
"299","P","7.00","23.00",""
"299","S","23.00","6.00","H"
"299","P","6.00","16.00",""
"299","C","16.00","18.00",""
"299","W","18.00","1.00",""
"299","C","1.00","1.10",""
"299","P","1.10","2.00",""
"299","S","2.00","6.30","H"
"299","P","6.30","15.00",""
"299","S","15.00","16.00","H"
"299","P","16.00","23.59",""
"299","S","0.00","5.00","H"
"299","P","5.00","6.00",""
"299","C","6.00","7.30",""
"299","W","7.30","14.50",""
"299","C","14.50","17.00",""
"299","P","17.00","23.00",""
"299","S","23.00","23.59","H"
"304","W","0.00","7.00",""
"304","C","7.00","7.20",""
"304","S","7.30","11.30","H"
"304","P","11.30","19.00",""
"304","S","19.00","21.15","H"
"304","P","21.15","22.05",""
"304","C","22.05","22.30",""
"304","W","22.30","6.40",""
"304","C","6.40","7.00",""
"304","S","7.00","12.00","H"
"304","P","12.00","20.30",""
"304","S","20.30","21.30","H"
"304","P","21.30","22.05",""
"304","C","22.05","22.30",""
"304","W","22.30","6.40",""
"304","C","6.40","7.00",""
"304","S","7.00","11.15","H"
"304","P","11.15","20.00",""
"304","S","20.00","21.30","H"
"304","P","21.30","22.00",""
"304","C","22.00","22.25",""
"304","W","22.25","6.25",""
"304","C","6.25","7.00",""
"304","S","7.00","11.30","H"
"304","P","11.30","14.00",""
"304","C","14.00","14.30",""
"304","W","14.30","23.59",""
"304","C","0.00","0.30",""
"304","P","0.30","1.00",""
"304","S","1.00","9.00","H"
"304","P","9.00","23.59",""
"304","S","0.00","9.00","H"
"304","P","9.00","1.00",""
"304","S","1.00","10.00","H"
"304","P","10.00","22.05",""
"304","C","22.05","23.00",""
"304","W","23.00","6.35",""
"304","C","6.35","7.00",""
"304","S","7.00","11.15","H"
"304","P","11.15","19.00",""
"304","S","19.00","21.30","H"
"304","P","21.30","22.05",""
"304","C","22.05","22.10",""
"304","W","22.10","6.40",""
"304","C","6.40","7.05",""
"304","S","7.05","11.30","H"
"304","P","11.30","22.05",""
"304","C","22.05","22.30",""
"304","W","22.30","7.00",""
"304","C","7.00","7.30",""
"304","S","7.30","11.15","H"
"304","P","11.15","20.30",""
"304","S","20.30","21.30","H"
"304","P","21.30","22.05",""
"304","C","22.05","23.00",""
"304","W","23.00","6.30",""
"304","C","6.30","7.00",""
"304","S","7.00","11.30","H"
"304","P","11.30","14.00",""
"304","C","14.00","14.30",""
"304","W","14.30","22.30",""
"304","C","22.30","23.00",""
"304","P","23.00","0.30",""
"304","S","0.30","10.00","H"
"304","P","10.00","0.45",""
"304","S","0.45","10.00","H"
"304","P","10.00","1.00",""
"304","S","1.00","10.00","H"
"304","P","10.00","20.00",""
"304","S","20.00","21.30","H"
"304","P","21.30","22.05",""
"304","C","22.05","22.30",""
"304","W","22.30","23.59",""
"309","S","0.00","5.00","H"
"309","P","5.00","6.30",""
"309","C","6.30","7.45",""
"309","W","7.45","19.28",""
"309","C","19.28","20.50",""
"309","P","20.50","22.30",""
"309","S","22.30","5.00","H"
"309","P","5.00","6.30",""
"309","C","6.30","7.50",""
"309","W","7.50","20.00",""
"309","C","20.00","21.30",""
"309","P","21.30","0.00",""
"309","S","0.00","5.00","H"
"309","P","5.00","6.30",""
"309","C","6.30","7.45",""
"309","W","7.45","19.30",""
"309","C","19.30","21.00",""
"309","P","21.00","0.00",""
"309","S","0.00","5.00","H"
"309","P","5.00","6.30",""
"309","C","6.30","8.00",""
"309","W","8.00","19.15",""
"309","C","19.15","20.30",""
"309","P","20.30","0.00",""
"309","S","0.00","7.30","H"
"309","P","7.30","23.00",""
"309","S","23.00","9.00","H"
"309","P","9.00","23.00",""
"309","S","23.00","5.00","H"
"309","P","5.00","6.30",""
"309","C","6.30","7.55",""
"309","W","7.55","19.25",""
"309","C","19.25","21.00",""
"309","P","21.00","0.00",""
"309","S","0.00","5.00","H"
"309","P","5.00","6.30",""
"309","C","6.30","8.00",""
"309","W","8.00","19.28",""
"309","C","19.28","21.00",""
"309","P","21.00","23.00",""
"309","S","23.00","5.00","H"
"309","P","5.00","6.30",""
"309","C","6.30","7.55",""
"309","W","7.55","19.30",""
"309","C","19.30","21.00",""
"309","P","21.00","0.00",""
"309","S","0.00","5.00","H"
"309","P","5.00","6.30",""
"309","C","6.30","8.00",""
"309","W","8.00","16.10",""
"309","C","16.10","18.00",""
"309","P","18.00","0.00",""
"309","S","0.00","5.00","H"
"309","P","5.00","6.30",""
"309","C","6.30","8.00",""
"309","W","8.00","19.30",""
"309","C","19.30","21.00",""
"309","P","21.00","0.00",""
"309","S","0.00","8.30","H"
"309","P","8.30","2.00",""
"309","S","2.00","9.30","H"
"309","P","9.30","0.00",""
"309","S","0.00","5.00","H"
"309","P","5.00","6.30",""
"309","C","6.30","8.00",""
"309","W","8.00","20.00",""
"309","C","20.00","21.30",""
"309","P","21.30","23.59",""
"310","P","0.00","0.45",""
"310","C","0.45","1.15",""
"310","W","1.15","13.50",""
"310","C","13.50","14.20",""
"310","P","14.20","15.30",""
"310","S","15.30","23.50","H"
"310","P","23.50","0.50",""
"310","C","0.50","1.15",""
"310","W","1.15","10.00",""
"310","C","10.00","10.30",""
"310","P","10.30","21.10",""
"310","S","21.10","5.22","H"
"310","P","5.22","14.37",""
"310","S","14.37","15.24","H"
"310","P","15.24","21.15",""
"310","S","21.15","0.42","H"
"310","P","0.42","1.12",""
"310","S","1.12","6.40","H"
"310","P","6.40","15.00",""
"310","S","15.00","16.37","H"
"310","P","16.37","21.26",""
"310","S","21.26","23.50","H"
"310","P","23.50","0.45",""
"310","C","0.45","1.13",""
"310","W","1.13","12.06",""
"310","C","12.06","12.29",""
"310","P","12.29","15.16",""
"310","S","15.16","23.50","H"
"310","P","23.50","0.50",""
"310","C","0.50","1.15",""
"310","W","1.15","13.09",""
"310","C","13.09","13.29",""
"310","P","13.29","15.17",""
"310","S","15.17","23.50","H"
"310","P","23.50","0.50",""
"310","C","0.50","1.17",""
"310","W","1.17","13.01",""
"310","C","13.01","13.21",""
"310","P","13.21","15.30",""
"310","S","15.30","23.50","H"
"310","P","23.50","23.54",""
"310","C","23.54","1.17",""
"310","W","1.17","9.45",""
"310","C","9.45","10.07",""
"310","P","10.07","12.17",""
"310","S","12.17","14.52","H"
"310","P","14.52","21.00",""
"310","S","21.00","6.00","H"
"310","P","6.00","23.07",""
"310","S","23.07","6.52","H"
"310","P","6.52","22.58",""
"310","S","22.58","5.50","H"
"310","P","5.50","20.30",""
"310","S","20.30","23.50","H"
"310","P","23.50","0.55",""
"310","C","0.55","1.25",""
"310","W","1.25","13.46",""
"310","C","13.46","14.05",""
"310","P","14.05","16.15",""
"310","S","16.15","23.50","H"
"310","P","23.50","0.50",""
"310","C","0.50","1.15",""
"310","W","1.15","12.00",""
"310","C","12.00","12.25",""
"310","P","12.25","15.30",""
"310","S","15.30","23.50","H"
"310","P","23.50","0.55",""
"310","C","0.55","1.17",""
"310","W","1.17","9.12",""
"310","C","9.12","9.32",""
"310","P","9.32","15.30",""
"310","S","15.30","23.50","H"
"310","P","23.50","23.59",""
"316","S","0.00","6.30","H"
"316","P","6.30","10.30",""
"316","S","10.30","15.30","H"
"316","P","15.30","16.30",""
"316","C","16.30","18.00",""
"316","W","18.00","6.37",""
"316","C","6.37","7.30",""
"316","P","7.30","10.00",""
"316","S","10.00","16.00","H"
"316","P","16.00","16.30",""
"316","C","16.30","18.00",""
"316","W","18.00","6.00",""
"316","C","6.00","7.00",""
"316","P","7.00","10.00",""
"316","S","10.00","16.00","H"
"316","P","16.00","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","6.30",""
"316","C","6.30","7.30",""
"316","P","7.30","10.30",""
"316","S","10.30","16.00","H"
"316","P","16.00","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","7.30",""
"316","C","7.30","8.30",""
"316","P","8.30","11.00",""
"316","S","11.00","16.00","H"
"316","P","16.00","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","5.00",""
"316","C","5.00","6.00",""
"316","S","6.00","9.30","H"
"316","P","9.30","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","4.35",""
"316","S","0.00","5.00","H"
"316","P","5.00","10.00",""
"316","S","10.00","14.30","H"
"316","P","14.30","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","6.00",""
"316","L","6.00","8.00",""
"316","C","8.00","9.00",""
"316","P","9.00","10.30",""
"316","S","10.30","16.00","H"
"316","P","16.00","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","5.45",""
"316","C","5.45","6.45",""
"316","P","6.45","9.00",""
"316","S","9.00","14.00","H"
"316","P","14.00","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","5.30",""
"316","C","5.30","6.30",""
"316","P","6.30","11.00",""
"316","S","11.00","16.00","H"
"316","P","16.00","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","6.15",""
"316","C","6.15","7.15",""
"316","P","7.15","10.30",""
"316","S","10.30","16.00","H"
"316","P","16.00","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","6.15",""
"316","S","0.00","5.00","H"
"316","P","5.00","11.00",""
"316","S","11.00","15.00","H"
"316","P","15.00","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","6.15",""
"316","C","6.15","7.15",""
"316","P","7.15","10.45",""
"316","S","10.45","15.45","H"
"316","P","15.45","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","6.15",""
"316","C","6.15","7.15",""
"316","P","7.15","11.00",""
"316","S","11.00","16.00","H"
"316","P","16.00","17.00",""
"316","C","17.00","18.00",""
"316","W","18.00","23.59",""
"318","S","0.00","11.00","H"
"318","P","11.00","13.30",""
"318","C","13.30","14.00",""
"318","W","14.00","21.35",""
"318","P","21.35","23.59",""
"318","S","0.00","5.00","A"
"318","W","5.00","11.35",""
"318","S","8.15","8.40","A"
"318","C","11.35","12.05",""
"318","P","12.05","22.15",""
"318","S","22.15","6.15","H"
"318","P","6.15","7.00",""
"318","S","7.00","11.00","H"
"318","P","11.00","19.40",""
"318","S","19.40","21.30","H"
"318","P","21.30","1.40",""
"318","S","1.40","9.30","H"
"318","P","9.30","2.00",""
"318","S","2.00","10.00","H"
"318","P","10.00","0.30",""
"318","S","0.30","9.30","H"
"318","P","9.30","12.30",""
"318","C","12.30","13.00",""
"318","W","13.00","1.00",""
"318","L","1.00","1.30",""
"318","C","1.30","1.50",""
"318","P","1.50","2.00",""
"318","S","2.00","8.30","A"
"318","P","8.30","10.00",""
"318","S","10.00","12.00","A"
"318","P","12.00","15.30",""
"318","C","15.30","16.00",""
"318","W","16.00","4.00",""
"318","L","4.00","9.50",""
"318","C","9.50","10.45",""
"318","P","10.45","23.45",""
"318","S","23.45","4.15","H"
"318","P","4.15","4.50",""
"318","C","4.50","5.10",""
"318","W","5.10","15.55",""
"318","C","15.55","16.15",""
"318","P","16.15","18.00",""
"318","S","18.00","19.15","A"
"318","P","19.15","23.59",""
"318","S","0.00","3.30","A"
"318","P","3.30","4.00",""
"318","C","4.00","4.30",""
"318","W","4.30","16.30",""
"318","L","16.30","20.25",""
"318","S","18.00","19.30","A"
"318","C","20.25","20.55",""
"318","P","20.55","1.30",""
"318","S","1.30","10.00","H"
"318","P","10.00","22.30",""
"318","C","22.30","23.00",""
"318","W","23.00","8.40",""
"318","C","8.40","9.00",""
"318","P","9.00","10.00",""
"318","S","10.00","15.00","A"
"318","P","15.00","20.00",""
"318","S","20.00","22.00","A"
"318","C","22.00","22.30",""
"318","W","22.30","12.15",""
"318","C","12.15","12.45",""
"318","P","12.45","19.30",""
"318","S","19.30","1.30","H"
"318","P","1.30","2.00",""
"318","C","2.00","2.30",""
"318","W","2.30","14.30",""
"318","C","14.30","15.00",""
"318","P","15.00","17.00",""
"318","S","17.00","19.00","A"
"318","P","19.00","22.45",""
"318","S","22.45","23.59","A"
"324","S","0.00","7.00","H"
"324","P","7.00","14.00",""
"324","C","14.00","14.30",""
"324","W","14.30","22.05",""
"324","C","22.05","22.30",""
"324","P","22.30","1.00",""
"324","S","1.00","7.00","H"
"324","P","7.00","14.00",""
"324","C","14.00","14.30",""
"324","W","14.30","1.05",""
"324","C","1.05","1.30",""
"324","P","1.30","2.00",""
"324","S","2.00","8.45","H"
"324","P","8.45","14.00",""
"324","C","14.00","14.30",""
"324","W","14.30","22.30",""
"324","C","22.30","23.00",""
"324","P","23.00","1.45",""
"324","S","1.45","10.00","H"
"324","P","10.00","14.15",""
"324","C","14.15","14.45",""
"324","W","14.45","23.00",""
"324","C","23.00","23.30",""
"324","P","23.30","2.00",""
"324","S","2.00","10.00","H"
"324","P","10.00","14.30",""
"324","C","14.30","15.00",""
"324","W","15.00","22.59",""
"324","C","22.59","23.30",""
"324","P","23.30","0.00",""
"324","S","0.00","4.00","H"
"324","P","4.00","19.30",""
"324","S","19.30","7.00","H"
"324","P","7.00","21.00",""
"324","S","21.00","8.00","H"
"324","P","8.00","14.00",""
"324","C","14.00","14.30",""
"324","W","14.30","3.00",""
"324","C","3.00","3.30",""
"324","P","3.30","4.00",""
"324","S","4.00","10.45","H"
"324","P","10.45","14.00",""
"324","C","14.00","14.30",""
"324","W","14.30","1.15",""
"324","C","1.15","1.45",""
"324","P","1.45","2.00",""
"324","S","2.00","10.45","H"
"324","P","10.45","14.15",""
"324","C","14.15","14.45",""
"324","W","14.45","0.15",""
"324","C","0.15","0.45",""
"324","S","0.45","7.00","H"
"324","P","7.00","14.00",""
"324","C","14.00","14.30",""
"324","W","14.30","23.15",""
"324","C","23.15","23.45",""
"324","P","23.45","1.00",""
"324","S","1.00","9.00","H"
"324","P","9.00","14.05",""
"324","C","14.05","14.25",""
"324","W","14.25","23.15",""
"324","C","23.15","23.45",""
"324","P","23.45","0.00",""
"324","S","0.00","8.00","H"
"324","P","8.00","20.00",""
"324","S","20.00","7.45","H"
"324","P","7.45","21.00",""
"324","S","21.00","23.59","H"
"326","W","0.00","3.00",""
"326","C","3.00","4.30",""
"326","P","4.30","6.00",""
"326","S","6.00","14.00","H"
"326","P","14.00","18.00",""
"326","C","18.00","19.30",""
"326","W","19.30","7.30",""
"326","C","7.30","8.30",""
"326","S","8.30","16.00","H"
"326","P","16.00","18.00",""
"326","C","18.00","19.30",""
"326","W","19.30","3.30",""
"326","C","3.30","4.30",""
"326","P","4.30","6.00",""
"326","S","6.00","14.00","H"
"326","P","14.00","18.00",""
"326","C","18.00","19.30",""
"326","W","19.30","6.30",""
"326","C","6.30","7.30",""
"326","S","7.30","13.00","H"
"326","P","13.00","14.00",""
"326","S","14.00","17.30","H"
"326","C","17.30","18.00",""
"326","W","18.00","2.00",""
"326","C","2.00","3.00",""
"326","P","3.00","5.00",""
"326","S","5.00","12.00","H"
"326","P","12.00","18.00",""
"326","C","18.00","19.30",""
"326","W","19.30","2.00",""
"326","C","2.00","3.00",""
"326","S","3.00","11.00","H"
"326","P","11.00","18.00",""
"326","S","18.00","22.00","H"
"326","P","22.00","3.00",""
"326","S","3.00","6.00","H"
"326","C","6.00","7.30",""
"326","W","7.30","16.30",""
"326","C","16.30","18.30",""
"326","P","18.30","22.00",""
"326","S","22.00","6.00","H"
"326","P","6.00","7.00",""
"326","C","7.00","8.00",""
"326","W","8.00","18.45",""
"326","C","18.45","19.45",""
"326","P","19.45","22.00",""
"326","S","22.00","9.00","H"
"326","P","9.00","18.00",""
"326","C","18.00","19.30",""
"326","W","19.30","6.30",""
"326","C","6.30","7.30",""
"326","P","7.30","8.00",""
"326","S","8.00","13.00","H"
"326","P","13.00","18.00",""
"326","C","18.00","19.30",""
"326","W","19.30","8.00",""
"326","C","8.00","9.00",""
"326","S","9.00","15.00","H"
"326","P","15.00","18.00",""
"326","C","18.00","19.30",""
"326","W","19.30","5.30",""
"326","C","5.30","6.30",""
"326","S","6.30","14.30","H"
"326","P","14.30","17.30",""
"326","C","17.30","18.00",""
"326","W","18.00","7.30",""
"326","C","7.30","8.00",""
"326","S","8.00","16.00","H"
"326","P","16.00","23.59",""
"326","S","0.00","8.00","H"
"326","P","8.00","23.59",""
"328","S","0.00","8.30","H"
"328","P","8.30","14.45",""
"328","S","14.45","15.45","H"
"328","P","15.45","18.30",""
"328","C","18.30","19.00",""
"328","W","19.00","5.40",""
"328","C","5.40","5.50",""
"328","P","5.50","6.15",""
"328","S","6.15","11.45","A"
"328","P","11.45","14.00",""
"328","S","14.00","15.55","A"
"328","P","15.55","17.50",""
"328","C","17.50","18.00",""
"328","W","18.00","3.00",""
"328","C","3.00","3.30",""
"328","P","3.30","4.50",""
"328","S","4.50","9.15","H"
"328","P","9.15","22.00",""
"328","S","22.00","9.15","H"
"328","P","9.15","16.15",""
"328","S","16.15","17.05","H"
"328","P","17.05","17.45",""
"328","C","17.45","18.15",""
"328","W","18.45","3.10",""
"328","C","3.10","3.20",""
"328","P","3.20","4.30",""
"328","S","4.30","10.00","A"
"328","P","10.00","12.15",""
"328","S","12.15","13.10","A"
"328","P","13.10","14.05",""
"328","C","14.05","14.15",""
"328","W","14.15","23.00",""
"328","C","23.00","23.30",""
"328","P","23.30","2.30",""
"328","S","2.30","10.00","H"
"328","P","10.00","23.59",""
"328","S","0.00","9.30","H"
"328","P","9.30","23.15",""
"328","S","23.15","9.30","H"
"328","P","9.30","0.30",""
"328","S","0.30","9.00","H"
"328","P","9.00","1.00",""
"328","S","1.00","10.00","H"
"328","P","10.00","18.30",""
"328","S","18.30","19.05","H"
"328","P","19.05","19.35",""
"328","C","19.35","20.05",""
"328","W","20.05","5.45",""
"328","C","5.45","5.55",""
"328","P","5.55","6.45",""
"328","S","6.45","11.00","A"
"328","P","11.00","18.00",""
"328","C","18.00","18.10",""
"328","W","18.10","2.10",""
"328","S","22.45","23.25","A"
"328","C","2.10","2.40",""
"328","P","2.40","4.00",""
"328","S","4.00","11.15","H"
"328","P","11.15","1.30",""
"328","S","1.30","9.45","H"
"328","P","9.45","1.40",""
"328","S","1.40","9.30","H"
"328","P","9.30","23.45",""
"328","S","23.45","23.59","H"
"330","S","0.00","7.00","H"
"330","P","7.00","22.30",""
"330","C","22.30","23.10",""
"330","W","23.10","9.40",""
"330","S","6.10","7.50","A"
"330","L","9.40","10.15",""
"330","P","10.15","11.00",""
"330","S","11.00","16.30","A"
"330","P","16.30","23.00",""
"330","S","23.00","23.59","A"
"330","P","0.00","0.40",""
"330","W","0.40","11.15",""
"330","C","11.15","12.00",""
"330","P","12.00","23.59",""
"330","S","0.00","8.00","H"
"330","P","8.00","22.00",""
"330","S","22.00","1.00","H"
"330","C","1.00","1.35",""
"330","W","1.35","11.15",""
"330","L","11.15","12.00",""
"330","P","12.00","13.30",""
"330","S","13.30","18.00","A"
"330","P","18.00","1.00",""
"330","S","1.00","6.00","A"
"330","P","6.00","6.30",""
"330","W","6.30","9.45",""
"330","C","9.45","10.15",""
"330","P","10.15","23.00",""
"330","S","23.00","6.30","H"
"330","P","6.30","2.15",""
"330","S","2.15","9.00","H"
"330","P","9.00","19.00",""
"330","S","19.00","20.00","H"
"330","C","20.00","20.35",""
"330","W","20.35","3.30",""
"330","C","3.30","4.00",""
"330","P","4.00","4.45",""
"330","S","4.45","11.00","A"
"330","P","11.00","17.00",""
"330","W","17.00","19.30",""
"330","C","19.30","20.00",""
"330","P","20.00","1.00",""
"330","S","1.00","3.30","H"
"330","P","3.30","5.00",""
"330","S","5.00","8.30","H"
"330","P","8.30","2.00",""
"330","S","2.00","10.00","H"
"330","P","10.00","15.50",""
"330","C","15.50","16.25",""
"330","W","16.25","4.25",""
"330","P","4.25","5.30",""
"330","S","5.30","13.30","A"
"330","P","13.30","18.40",""
"330","S","18.40","21.30","A"
"330","P","21.30","1.00",""
"330","S","1.00","2.00","H"
"330","P","2.00","5.00",""
"330","S","5.00","10.30","H"
"330","P","10.30","2.00",""
"330","S","2.00","10.00","H"
"330","P","10.00","22.00",""
"330","S","22.00","23.59","H"
"334","S","0.00","5.00","H"
"334","P","5.00","6.00",""
"334","C","6.00","6.45",""
"334","W","6.45","19.00",""
"334","C","19.00","19.45",""
"334","P","19.45","22.30",""
"334","S","22.30","5.00","H"
"334","P","5.00","6.00",""
"334","C","6.00","6.45",""
"334","W","6.45","19.00",""
"334","C","19.00","19.45",""
"334","P","19.45","22.30",""
"334","S","22.30","8.00","H"
"334","P","8.00","14.00",""
"334","S","14.00","17.00","H"
"334","P","17.00","18.00",""
"334","C","18.00","18.45",""
"334","W","18.45","7.00",""
"334","C","7.00","7.45",""
"334","P","7.45","9.00",""
"334","S","9.00","16.00","H"
"334","P","16.00","18.00",""
"334","C","18.00","18.45",""
"334","W","18.45","7.00",""
"334","C","7.00","7.45",""
"334","P","7.45","8.00",""
"334","S","8.00","16.00","H"
"334","P","16.00","23.00",""
"334","S","23.00","7.00","H"
"334","P","7.00","23.00",""
"334","S","23.00","7.00","H"
"334","P","7.00","22.00",""
"334","S","22.00","5.00","H"
"334","P","5.00","6.00",""
"334","C","6.00","6.45",""
"334","W","6.45","19.00",""
"334","C","19.00","19.45",""
"334","P","19.45","22.30",""
"334","S","22.30","5.00","H"
"334","P","5.00","6.00",""
"334","C","6.00","6.45",""
"334","W","6.45","19.00",""
"334","C","19.00","19.45",""
"334","P","19.45","22.30",""
"334","S","22.30","7.00","H"
"334","P","7.00","13.00",""
"334","S","13.00","16.30","H"
"334","P","16.30","18.00",""
"334","C","18.00","18.45",""
"334","W","18.45","7.00",""
"334","C","7.00","7.45",""
"334","P","7.45","9.00",""
"334","S","9.00","16.00","H"
"334","P","16.00","22.00",""
"334","S","22.00","7.00","H"
"334","P","7.00","23.00",""
"334","S","23.00","7.00","H"
"334","P","7.00","22.00",""
"334","S","22.00","7.00","H"
"334","P","7.00","22.00",""
"334","S","22.00","23.59","H"
"335","S","0.00","0.20","A"
"335","P","0.20","1.35",""
"335","C","1.35","1.50",""
"335","W","1.50","9.55",""
"335","C","9.55","10.10",""
"335","P","10.10","12.15",""
"335","S","12.15","17.25","H"
"335","P","17.25","18.40",""
"335","C","18.40","18.55",""
"335","W","18.55","1.10",""
"335","C","1.10","1.20",""
"335","P","1.20","1.30",""
"335","S","1.30","4.40","A"
"335","P","4.40","4.50",""
"335","C","4.50","5.09",""
"335","W","5.09","9.56",""
"335","C","9.56","10.10",""
"335","P","10.10","11.00",""
"335","S","11.00","17.30","H"
"335","P","17.30","17.55",""
"335","C","17.55","18.09",""
"335","W","18.09","21.00",""
"335","C","21.00","21.15",""
"335","P","21.15","22.00",""
"335","S","22.00","4.20","H"
"335","P","4.20","4.45",""
"335","C","4.45","5.00",""
"335","W","5.00","17.00",""
"335","L","17.00","18.00",""
"335","P","18.00","20.00",""
"335","S","20.00","3.30","A"
"335","P","3.30","4.30",""
"335","C","4.30","5.00",""
"335","W","5.00","17.00",""
"335","L","17.00","21.40",""
"335","C","21.40","21.55",""
"335","P","21.55","22.30",""
"335","S","22.30","6.30","H"
"335","P","6.30","7.25",""
"335","C","7.25","7.40",""
"335","W","7.40","20.00",""
"335","C","20.00","20.15",""
"335","P","20.15","22.00",""
"335","S","22.00","4.40","A"
"335","P","4.40","5.30",""
"335","C","5.30","6.00",""
"335","W","6.00","17.20",""
"335","C","17.20","17.35",""
"335","P","17.35","23.00",""
"335","S","23.00","3.20","H"
"335","P","3.20","4.35",""
"335","C","4.35","4.50",""
