ID_Number,Activity,Start_Time,End_Time,Sleep_Location,Break_Location
5,P,3;00,3;30,,
5,C,3;30,3;42,,
5,W,3;42,12;42,,
5,C,12;42,12;52,,
5,P,12;52,19;30,,
5,S,19;30,3;00,H,
5,P,3;00,3;30,,
5,C,3;30,3;42,,
5,W,3;42,12;42,,
5,C,12;42,12;52,,
5,P,12;52,21;30,,
5,S,21;30,3;00,H,
5,P,3;00,3;30,,
5,C,3;30,3;42,,
5,W,3;42,12;42,,
5,C,12;42,12;52,,
5,P,12;52,21;30,,
5,S,21;30,3;00,H,
5,P,3;00,3;30,,
5,C,3;30,3;42,,
5,W,3;42,12;42,,
5,C,12;42,12;52,,
5,P,12;52,21;30,,
5,S,21;30,7;30,H,
5,P,7;30,21;30,,
5,S,21;30,0;00,H,
5,P,3;00,3;30,,
5,C,3;30,3;42,,
5,W,3;42,12;42,,
5,C,12;42,12;52,,
5,P,12;52,21;30,,
5,S,21;30,3;00,H,
5,P,3;00,3;30,,
5,C,3;30,3;40,,
5,W,3;40,12;42,,
5,C,12;42,12;55,,
5,P,12;55,21;30,,
5,S,21;30,3;00,H,
5,P,3;00,3;30,,
5,C,3;30,3;42,,
5,W,3;42,12;42,,
5,C,12;42,12;52,,
5,P,12;52,21;30,,
5,S,21;30,3;00,H,
32,S,21;20,4;10,H,
32,P,4;10,5;00,,
32,C,5;00,5;19,,
32,W,5;19,10;00,,
32,B,10;00,12;30,,Off train
32,W,12;30,16;06,,
32,C,16;06,16;25,,
32,S,0;00,4;15,H,
32,P,4;15,5;00,,
32,C,5;00,5;19,,
32,W,5;19,10;00,,
32,B,10;00,12;30,,Off train
32,W,12;30,16;06,,
32,C,16;06,16;25,,
32,P,16;25,23;00,,
32,S,23;00,8;30,H,
32,P,8;30,14;05,,
32,C,14;05,14;45,,
32,W,14;45,17;00,,
32,B,17;00,22;15,,Off train
32,S,1;30,8;30,H,
32,P,8;30,16;00,,
32,P,4;10,5;00,,
32,C,5;00,5;19,,
32,W,5;19,10;00,,
32,B,10;00,12;30,,Off train
32,W,12;30,16;06,,
32,C,16;06,16;25,,
32,P,16;25,21;00,,
32,S,21;00,0;00,H,
37,S,0;00,9;30,H,
37,P,9;30,16;10,,
37,C,16;10,16;40,,
37,W,16;40,20;00,,
37,L,20;00,0;00,,
37,P,0;30,3;00,,
37,S,3;00,10;00,H,
37,P,10;00,0;00,,
37,P,0;00,3;00,,
37,S,3;00,9;00,H,
37,P,9;00,17;00,,
37,S,17;00,18;00,H,
37,P,18;00,0;00,,
37,P,0;00,1;30,,
37,S,1;30,5;30,H,
37,P,5;30,6;30,,
37,C,6;30,7;00,,
37,W,7;00,10;30,,
37,I,10;30,18;00,,Off train
37,W,18;00,22;30,,
37,C,22;30,23;00,,
37,P,23;00,1;30,,
37,S,1;30,8;30,H,
37,P,8;30,22;00,,
37,C,22;00,22;30,,
37,W,22;30,3;30,,
37,C,3;30,4;00,,
37,P,4;00,5;30,,
37,S,5;30,13;00,H,
37,P,13;00,18;00,,
37,C,18;00,18;20,,
37,W,18;20,22;30,,
37,I,22;30,14;20,,
37,W,14;20,22;45,,
37,C,22;45,23;15,,
37,P,23;15,4;00,,
37,S,4;00,6;00,H,
37,P,6;00,6;30,,
37,C,6;30,7;00,,
37,W,7;00,10;30,,
37,I,10;30,18;00,,Off train
37,W,18;00,22;30,,
37,C,22;30,23;00,,
37,P,23;00,3;00,,
37,S,3;00,10;00,H,
37,P,10;00,2;00,,
37,S,2;00,5;00,H,
37,P,5;00,6;30,,
37,C,6;30,7;00,,
37,W,7;00,10;40,,
37,I,10;40,18;00,,Off train
37,W,18;00,22;30,,
37,C,22;30,23;00,,
37,P,23;00,2;00,,
37,S,2;00,9;00,H,
37,P,9;00,21;00,,
37,C,21;00,21;30,,
37,W,21;30,1;00,,
37,L,1;00,2;00,,
37,W,2;00,4;45,,
37,C,4;45,5;15,,
37,P,5;15,6;00,,
37,S,6;00,11;00,H,
37,P,11;00,16;00,,
37,C,16;00,16;30,,
37,W,16;30,19;00,,
37,C,19;00,19;30,,
37,P,19;30,21;30,,
37,S,21;30,4;30,H,
37,P,4;30,6;00,,
37,S,6;00,10;00,H,
37,P,10;00,12;00,,
37,C,12;00,12;30,,
37,W,12;30,22;45,,
37,C,22;45,23;50,,
37,P,23;50,2;30,,
37,S,2;30,6;00,H,
37,P,6;00,6;30,,
37,C,6;30,7;00,,
37,W,7;00,10;45,,
37,I,10;45,18;00,,Off train
37,W,18;00,22;45,,
37,C,22;45,23;15,,
37,P,23;15,0;00,,
45,S,0;00,4;50,H,
45,P,4;50,5;25,,
45,C,5;25,6;00,,
45,W,6;00,16;00,,
45,C,16;00,16;45,,
45,P,16;45,20;50,,
45,S,20;50,4;50,H,
37,S,11;00,15;00,A,
37,S,3;45,11;30,A,
37,S,12;00,15;00,A,
37,S,12;00,16;00,A,
37,S,13;00,14;00,A,
45,P,4;50,5;25,,
45,C,5;25,6;00,,
45,W,6;00,16;00,,
45,C,16;00,16;50,,
45,P,16;50,22;30,,
45,S,22;30,6;30,H,
45,P,6;30,1;20,,
45,S,1;20,8;30,A,
45,P,8;30,20;30,,
45,S,20;30,4;50,H,
45,P,4;50,5;25,,
45,C,5;25,6;00,,
45,W,6;00,16;00,,
45,C,16;00,16;45,,
45,P,16;45,21;10,,
45,S,21;10,4;50,H,
45,P,4;50,5;25,,
45,C,5;25,6;00,,
45,W,6;00,16;00,,
45,C,16;00,16;40,,
45,P,16;40,20;40,,
45,S,20;40,4;50,H,
45,P,4;50,5;25,,
45,C,5;25,6;00,,
45,W,6;00,16;00,,
45,C,16;00,16;50,,
45,P,16;50,21;08,,
45,S,21;08,4;50,H,
45,P,4;50,5;25,,
45,C,5;25,6;00,,
45,W,6;00,17;30,,
45,C,17;30,18;20,,
45,P,18;20,21;45,,
45,S,21;45,4;50,H,
45,P,4;50,5;25,,
45,C,5;25,6;00,,
45,W,6;00,16;00,,
45,C,16;00,17;00,,
45,P,17;00,23;50,,
45,S,23;50,7;50,H,
45,P,7;50,23;30,,
45,S,23;30,7;30,H,
45,P,7;30,21;15,,
45,S,21;15,4;50,H,
45,P,4;50,5;20,,
45,C,5;20,6;00,,
45,W,6;00,17;00,,
45,C,17;00,17;55,,
45,P,17;55,20;20,,
45,S,20;20,4;50,H,
45,P,4;50,5;25,,
45,C,5;25,6;00,,
45,W,6;00,16;00,,
45,C,16;00,16;40,,
45,P,16;40,19;45,,
45,S,19;45,4;50,H,
45,P,4;50,5;25,,
45,C,5;25,6;00,,
45,W,6;00,16;00,,
45,C,16;00,16;40,,
45,P,16;40,20;45,,
45,S,20;45,0;00,H,
55,S,0;00,3;00,H,
55,P,3;00,3;30,,
55,C,3;30,3;59,,
55,W,3;59,10;20,,
55,I,10;20,15;10,,Off train
55,W,15;10,18;34,,
55,C,18;34,19;05,,
55,P,19;05,21;30,,
55,S,21;30,3;00,H,
55,P,3;00,3;30,,
55,C,3;30,3;59,,
55,W,3;59,10;20,,
55,I,10;20,15;10,,Off train
55,W,15;10,20;07,,
55,C,20;07,20;35,,
55,P,20;35,21;45,,
55,S,21;45,3;00,H,
55,P,3;00,3;30,,
55,C,3;30,4;07,,
55,W,4;07,10;20,,
55,I,10;20,15;10,,Off train
55,W,15;10,18;42,,
55,C,18;42,19;17,,
55,P,19;17,22;00,,
55,S,22;00,3;00,H,
55,S,10;20,13;20,N/A,
55,P,3;00,3;30,,
55,C,3;30,3;59,,
55,W,3;59,10;20,,
55,I,10;20,15;10,,Off train
55,W,15;10,18;36,,
55,C,18;36,19;05,,
55,P,19;05,21;30,,
55,S,21;30,3;00,H,
55,S,15;10,17;40,A,
55,P,3;00,3;30,,
55,C,3;30,3;59,,
55,W,3;59,10;20,,
55,I,10;20,15;10,,Off train
55,W,15;10,18;34,,
55,C,18;34,19;10,,
55,P,19;10,21;30,,
55,S,21;30,6;00,H,
55,S,10;20,12;20,A,
55,P,6;00,23;05,,
55,S,23;05,7;00,H,
55,P,7;00,23;05,,
55,S,23;05,3;00,H,
55,P,3;00,3;30,,
55,C,3;30,3;59,,
55,W,3;59,10;20,,
55,I,10;20,15;10,,Off train
55,S,10;20,12;50,A,
55,W,15;10,18;34,,
55,C,18;34,19;10,,
55,P,19;10,21;15,,
55,S,21;15,3;00,H,
55,P,3;00,3;30,,
55,C,3;30,3;59,,
55,W,3;59,10;20,,
55,I,10;20,15;10,,Off train
55,S,10;20,12;50,A,
55,W,15;10,18;34,,
55,C,18;34,19;05,,
55,P,19;05,22;00,,
55,S,22;00,3;00,H,
55,P,3;00,3;30,,
55,C,3;30,3;59,,
55,W,3;59,10;20,,
55,I,10;20,15;10,,Off train
55,S,10;20,12;50,A,
55,W,15;10,18;40,,
55,C,18;40,19;10,,
55,W,19;10,21;30,,
55,S,21;30,3;00,,
55,P,3;00,3;30,,
55,C,3;30,3;59,,
55,W,3;59,10;20,,
55,I,10;20,15;10,,Off train
55,W,15;10,18;33,,
55,C,18;33,19;05,,
55,P,19;05,21;30,,
55,S,21;30,3;00,H,
55,S,10;20,11;20,A,
55,P,3;00,3;30,,
55,C,3;30,3;59,,
55,W,3;59,10;20,,
55,I,10;20,15;10,,Off train
55,S,10;20,12;20,A,
55,W,15;10,18;53,,
55,C,18;53,19;30,,
55,P,19;30,21;30,,
55,S,21;30,7;20,H,
55,P,7;20,23;20,,
55,S,23;20,6;35,H,
55,P,6;35,21;30,,
55,S,21;30,0;00,H,
56,S,0;00,7;15,H,
56,P,7;15,13;30,,
56,C,13;30,15;25,,
56,W,15;25,19;00,,
56,B,19;00,20;00,,Off train
56,W,20;00,23;30,,
56,C,23;30,0;00,,
56,P,0;00,2;00,,
56,S,2;00,7;45,,
56,P,7;45,14;30,,
56,C,14;30,15;15,,
56,P,15;15,16;25,,
56,W,16;25,19;55,,
56,B,19;55,21;15,,Off train
56,W,21;15,0;00,,
56,C,0;00,0;45,,
56,P,0;45,1;00,,
56,S,1;00,9;00,H,
56,P,9;00,14;30,,
56,C,14;30,15;25,,
56,W,15;25,0;00,,
56,C,0;00,1;00,,
56,P,1;00,2;00,,
56,S,2;00,9;00,H,
56,P,9;00,14;30,,
56,C,14;30,15;25,,
56,P,15;25,16;25,,
56,W,16;25,20;00,,
56,B,20;00,21;00,,Off train
56,W,21;00,0;00,,
56,C,0;00,1;00,,
56,P,1;00,2;30,,
56,S,2;30,8;00,H,
56,P,8;00,0;00,,
56,S,0;00,9;00,H,
56,P,9;00,1;00,,
56,S,1;00,9;00,H,
56,P,9;00,13;30,,
56,C,13;30,14;15,,
56,P,14;15,15;25,,
56,W,15;25,19;05,,
56,B,19;05,20;00,,Off train
56,W,20;00,23;30,,
56,C,23;30,0;00,,
56,P,0;00,2;00,,
56,S,2;00,7;30,H,
56,P,7;30,13;30,,
56,C,13;30,14;15,,
56,P,14;15,15;25,,
56,W,15;25,19;00,,
56,B,19;00,20;00,,Off train
56,W,20;00,23;30,,
56,C,23;30,0;00,,
56,P,0;00,2;00,,
56,S,2;00,8;30,H,
56,P,8;30,14;30,,
56,C,14;30,15;15,,
56,P,15;15,16;25,,
56,W,16;25,20;00,,
56,B,20;00,21;00,,Off train
56,W,21;00,0;00,,
56,C,0;00,0;30,,
56,P,0;30,2;00,,
56,S,2;00,10;00,H,
56,P,10;00,14;30,,
56,C,14;30,15;15,,
56,P,15;15,16;25,,
56,W,16;25,0;00,,
56,C,0;00,0;45,,
56,P,0;45,3;00,,
56,S,3;00,8;00,H,
56,P,8;00,14;30,,
56,C,14;30,15;15,,
56,P,15;15,16;25,,
56,W,16;25,20;00,,
56,B,20;00,21;00,,Off train
56,W,21;00,0;00,,
56,C,0;00,0;30,,
56,S,0;30,9;00,H,
56,P,9;00,2;00,,
56,S,2;00,10;00,H,
56,P,10;00,1;30,,
56,S,1;30,8;00,H,
56,P,8;00,13;30,,
56,C,13;30,14;15,,
56,P,14;15,15;25,,
56,W,15;25,23;30,,
56,C,23;30,0;00,,
70,S,0;00,7;00,H,
70,P,7;00,7;30,,
70,C,7;30,8;20,,
70,W,8;20,11;55,,
70,B,11;55,13;35,,Off train
70,W,13;35,18;55,,
70,C,18;55,19;30,,
70,P,19;30,22;00,,
70,S,22;00,6;30,H,
70,P,6;30,7;10,,
70,C,7;10,8;20,,
70,W,8;20,10;50,,
70,B,10;50,13;35,,Off train
70,W,13;35,20;20,,
70,C,20;20,21;00,,
70,P,21;00,23;30,,
70,S,23;30,6;40,H,
70,P,6;40,15;00,,
70,C,15;00,16;20,,
70,W,16;20,19;50,,
70,L,19;50,23;25,,
70,C,23;25,0;15,,
70,P,0;15,1;30,,
70,S,1;30,6;30,H,
70,P,6;30,22;30,,
70,S,22;30,5;50,H,
70,P,5;50,6;30,,
70,C,6;30,7;20,,
70,W,7;20,10;45,,
70,I,10;45,15;35,,Off train
70,W,15;35,19;40,,
70,C,19;40,20;20,,
70,P,20;20,23;10,,
70,S,23;10,6;10,H,
70,P,6;10,10;20,,
70,C,10;20,11;20,,
70,W,11;20,14;50,,
70,B,14;50,17;30,,Off train
70,W,17;30,22;08,,
70,C,22;08,23;05,,
70,P,23;05,0;30,,
70,S,0;30,6;40,H,
70,P,6;40,13;45,,
70,C,13;45,14;45,,
70,W,14;45,19;05,,
70,B,19;05,20;20,,Off train
70,W,20;20,0;55,,
70,C,0;55,1;40,,
70,S,1;40,7;10,H,
70,P,7;10,10;50,,
70,C,10;50,11;45,,
70,W,11;45,15;55,,
70,B,15;55,18;25,,Off train
70,W,18;25,22;35,,
70,C,22;35,23;20,,
70,P,23;20,0;10,,
70,S,0;10,6;35,,
70,P,6;35,7;25,,
70,C,7;25,8;45,,
70,W,8;45,12;50,,
70,B,12;50,14;45,,Off train
70,W,14;45,18;59,,
70,C,18;59,19;50,,
70,P,19;50,23;10,,
70,S,23;10,6;10,H,
70,P,6;10,6;30,,
70,C,6;30,7;20,,
70,W,7;20,10;55,,
70,I,10;55,15;25,,Off train
70,W,15;25,19;40,,
70,C,19;40,20;30,,
70,P,20;30,23;20,,
70,S,23;20,6;40,H,
70,P,6;40,22;40,,
70,S,22;40,6;30,H,
70,P,6;30,7;35,,
70,C,7;35,9;45,,
70,W,9;45,13;55,,
70,B,13;55,15;54,,Off train
70,W,15;54,20;15,,
70,C,20;15,21;05,,
70,P,21;05,23;10,,
70,S,23;10,7;10,H,
70,P,7;10,10;20,,
70,C,10;20,11;25,,
70,W,11;25,16;35,,
70,L,16;35,20;45,,
70,C,20;45,21;20,,
70,P,21;20,1;30,,
70,S,1;30,8;20,H,
70,P,8;20,22;20,,
70,S,22;20,0;00,H,
71,S,0;00,6;30,,
71,P,6;30,7;30,,
71,C,7;30,8;00,,
71,W,8;00,11;15,,
71,B,11;15,11;30,,Off train
71,W,11;30,15;45,,
71,B,15;45,16;15,,Off train
71,W,16;15,19;45,,
71,C,19;45,20;15,,
71,P,20;15,23;45,,
71,S,23;45,7;00,H,
71,P,7;00,14;45,,
71,C,14;45,15;15,,
71,W,15;15,18;45,,
71,B,18;45,19;30,,Off train
71,W,19;30,1;00,,
71,C,1;00,1;30,,
71,P,1;30,2;15,,
71,S,2;15,7;20,H,
71,P,7;20,22;00,,
71,S,22;00,7;00,H,
71,P,7;00,22;30,,
71,S,22;30,4;00,H,
71,P,4;00,4;35,,
71,C,4;35,5;15,,
71,W,5;15,10;45,,
71,B,10;45,11;45,,Off train
71,W,11;45,14;50,,
71,C,14;50,15;40,,
71,P,15;40,20;15,,
71,S,20;15,4;00,H,
71,P,4;00,4;30,,
71,C,4;30,5;15,,
71,W,5;15,10;50,,
71,B,10;50,11;45,,Off train
71,W,11;45,14;55,,
71,C,14;55,15;40,,
71,P,15;40,23;30,,
71,S,23;30,7;00,H,
71,P,7;00,7;30,,
71,C,7;30,7;55,,
71,W,7;55,11;15,,
71,B,11;15,11;30,,Off train
71,W,11;30,13;45,,
71,B,13;45,14;15,,
71,W,14;15,19;45,,
71,C,19;45,20;15,,
71,P,20;15,22;30,,
71,S,22;30,4;45,H,
71,P,4;45,7;30,,
71,C,7;30,7;55,,
71,W,7;55,12;45,,
71,C,19;30,20;00,,
71,P,20;00,23;00,,
71,S,23;00,6;30,H,
71,P,6;30,14;50,,
71,C,14;50,15;15,,
71,W,15;15,21;45,,
71,B,21;45,22;20,,Off train
71,W,22;20,0;50,,
71,C,0;50,1;20,,
71,C,1;20,2;00,,
71,S,2;00,7;15,H,
71,P,7;15,13;15,,
71,S,13;15,14;15,,
71,P,14;15,22;30,,
71,S,22;30,7;00,H,
71,P,7;00,20;00,,
71,S,20;00,3;15,H,
71,P,3;15,4;30,,
71,C,4;30,5;15,,
71,W,5;15,10;45,,
71,B,10;45,11;45,,Off train
71,W,11;45,13;50,,
71,C,13;50,14;45,,
71,P,14;45,22;00,,
71,S,22;00,3;30,H,
71,P,3;30,4;30,,
71,C,4;30,5;15,,
71,W,5;15,10;45,,
71,B,10;45,11;45,,Off train
71,W,11;45,13;50,,
71,C,13;50,14;45,,
71,P,14;45,20;15,,
71,S,20;15,7;00,H,
71,P,7;00,7;30,,
71,C,7;30,8;00,,
71,W,8;00,13;30,,
71,B,13;30,14;00,,Off train
71,W,14;00,19;30,,
71,C,19;30,20;00,,
71,P,20;00,23;30,,
71,S,23;30,0;00,H,
73,S,0;00,3;30,H,
73,P,3;30,4;15,,
73,C,4;15,5;19,,
73,W,5;19,10;45,,
73,I,10;45,17;09,,Off train
73,S,14;00,14;55,H,
73,W,17;09,19;09,,
73,C,19;09,19;50,,
73,P,19;50,22;00,,
73,S,22;00,3;30,H,
73,P,3;30,4;15,,
73,C,4;15,5;19,,
73,W,5;19,10;45,,
73,I,10;45,17;09,,Off train
73,S,14;00,14;55,H,
73,W,17;09,19;09,,
73,C,19;09,19;50,,
73,P,19;50,22;00,,
73,S,22;00,3;30,H,
73,P,3;30,4;15,,
73,C,4;15,5;19,,
644,P,5;45,6;15,,
644,C,6;15,6;43,,
644,W,6;43,9;30,,
644,I,9;30,16;45,,Off train
644,S,15;00,16;00,A,
644,W,16;45,21;57,,
644,C,21;57,22;15,,
644,P,22;15,23;00,,
644,S,23;00,5;45,H,
644,P,5;45,6;15,,
644,C,6;15,6;43,,
644,W,6;43,9;30,,
644,I,9;30,16;45,,Off train
644,S,15;00,16;00,A,
644,W,16;45,21;57,,
644,C,21;57,22;15,,
644,P,22;15,23;00,,
644,S,23;00,5;45,H,
644,P,5;45,6;15,,
644,C,6;15,6;43,,
644,W,6;43,9;30,,
644,I,9;30,16;45,,Off train
644,S,15;00,16;00,A,
644,W,16;45,21;57,,
644,C,21;57,22;15,,
644,P,22;15,23;00,,
644,S,23;00,0;00,H,
644,P,5;45,6;15,,
644,C,6;15,6;43,,
644,W,6;43,9;30,,
644,I,9;30,16;45,,Off train
644,S,15;00,16;00,A,
644,W,16;45,21;57,,
644,C,21;57,22;15,,
644,P,22;15,23;00,,
644,S,23;00,5;45,H,
644,P,5;45,6;15,,
644,C,6;15,6;43,,
644,W,6;43,9;30,,
644,I,9;30,16;45,,Off train
644,S,15;00,16;00,A,
644,W,16;45,21;57,,
644,C,21;57,22;15,,
644,P,22;15,23;00,,
644,S,23;00,5;45,H,
644,P,5;45,6;15,,
644,C,6;15,6;43,,
644,W,6;43,9;30,,
644,I,9;30,16;45,,Off train
644,S,15;00,16;00,A,
644,W,16;45,21;57,,
644,C,21;57,22;15,,
644,P,22;15,23;00,,
644,S,23;00,5;45,H,
644,P,5;45,6;15,,
644,C,6;15,6;43,,
644,W,6;43,9;30,,
644,I,9;30,16;45,,Off train
644,S,15;00,16;00,A,
644,W,16;45,21;57,,
644,C,21;57,22;15,,
644,P,22;15,22;30,,
644,S,22;30,5;45,H,
644,P,5;45,6;43,,
644,C,6;43,9;30,,
644,W,9;30,16;45,,
73,W,5;19,10;45,,
73,I,10;45,17;09,,Off train
73,S,14;00,14;55,H,
73,W,17;09,19;09,,
73,C,19;09,19;50,,
73,P,19;50,22;00,,
73,S,22;00,3;30,H,
73,P,3;30,4;15,,
73,P,3;30,4;15,,
73,C,4;15,5;19,,
73,W,5;19,10;45,,
73,I,10;45,17;09,,Off train
73,S,14;30,15;30,H,
73,W,17;09,19;09,,
73,C,19;09,19;50,,
73,P,19;50,22;00,,
73,S,22;00,3;30,H,
73,P,3;30,3;50,,
73,C,3;50,4;12,,
73,W,4;12,9;00,,
73,B,9;00,10;00,,Off train
73,S,9;05,9;50,A,
73,W,10;00,11;31,,
73,C,11;31,12;00,,
73,P,12;00,23;30,,
73,S,23;30,8;30,H,
73,P,8;30,22;00,,
73,S,22;00,3;30,H,
73,P,3;30,4;15,,
73,C,4;15,5;19,,
73,W,5;19,10;45,,
73,I,10;45,17;09,,Off train
73,S,14;00,15;00,A,
73,W,17;09,19;09,,
73,C,19;09,19;50,,
73,P,19;50,22;00,,
73,S,22;00,3;30,,
73,P,3;30,4;15,,
73,C,4;15,5;19,,
73,W,5;19,10;45,,
73,I,10;45,17;09,,Off train
73,S,13;00,15;00,,
73,W,17;09,19;09,,
73,C,19;09,19;50,,
73,P,19;50,22;00,,
73,S,22;00,3;30,H,
73,P,3;30,4;15,,
73,C,4;15,5;19,,
73,W,5;19,10;45,,
73,I,10;45,17;09,,Off train
73,S,14;00,15;15,A,
73,W,17;09,19;09,,
73,C,19;09,19;50,,
73,P,19;50,22;00,,
73,S,22;00,3;30,H,
73,P,3;30,4;15,,
73,C,4;15,5;19,,
73,W,5;19,10;45,,
73,I,10;45,17;09,,Off train
32,S,11;00,11;45,A,
32,W,12;30,16;06,,
32,C,16;06,16;25,,
32,P,16;25,21;20,,
32,S,16;00,16;45,A,
32,P,16;45,21;00,,
32,S,21;00,4;10,H,
151,S,0;00,6;30,A,
159,S,0;00,6;30,H,
159,P,6;30,12;00,,
193,S,0;00,3;45,H,
193,P,0;00,23;59,,
193,P,0;00,23;59,,
193,S,0;00,3;45,H,
193,P,0;00,23;59,,
193,P,0;00,23;59,,
203,I,15;00,21;00,,Off train
203,W,21;00,22;00,,
203,B,22;00,1;30,,Off train
203,I,21;00,1;30,,Off train
203,W,19;00,1;30,,
203,W,22;00,0;30,,
203,B,21;00,22;00,,Off train
203,W,22;00,0;30,,
203,B,21;00,22;00,,Off train
203,W,22;00,0;30,,
228,P,0;00,23;59,,
228,P,0;00,23;59,,
271,S,0;00,8;00,H,
304,S,0;00,3;00,H,
340,W,4;40,10;17,,
345,W,11;43,13;52,,
435,P,20;30,1;00,,
479,P,0;00,23;59,,
479,P,0;00,23;59,,
479,P,0;00,23;59,,
479,P,0;00,23;59,,
498,S,21;30,7;00,H,
553,S,0;00,7;30,H,
554,P,5;00,5;30,,
554,S,0;00,5;00,,
627,P,0;00,23;59,,
627,P,0;00,23;59,,
627,P,0;00,22;00,,
627,S,22;00,4;30,H,
629,P,0;00,23;59,,
629,P,0;00,23;30,,
629,S,23;30,5;30,H,
629,P,23;30,0;00,,
629,P,0;00,23;59,,
629,P,0;00,23;00,,
629,S,23;00,5;30,H,
643,P,5;00,5;30,,
643,C,5;30,6;00,,
643,W,6;00,9;30,,
643,B,9;30,10;00,,Off train
643,W,10;00,16;00,,
643,C,16;00,16;30,,
643,P,16;30,22;00,,
643,S,22;00,5;00,H,
644,P,0;00,23;59,,
644,P,0;00,23;00,,
644,S,23;00,5;45,H,
652,S,0;00,9;30,H,
656,S,23;00,7;00,H,
674,S,0;00,7;30,H,
723,S,0;00,6;00,H,
723,S,0;00,6;00,H,
723,P,0;00,23;59,,
723,S,0;00,6;00,H,
750,S,0;00,3;00,H,
750,P,0;00,23;59,,
750,P,0;00,23;59,,
750,S,0;00,3;00,H,
750,S,0;00,3;00,H,
750,P,0;00,23;59,,
750,P,0;00,23;59,,
752,S,0;00,3;45,H,
766,S,0;00,3;50,H,
812,W,4;00,8;10,,
812,B,8;10,8;30,,Off train
812,W,8;30,10;30,,
812,C,10;30,11;00,,
812,P,11;00,22;30,,
812,S,22;30,5;00,H,
812,C,9;50,10;15,,
812,W,10;15,13;00,,
812,C,13;00,13;25,,
812,P,13;25,21;45,,
812,S,21;45,2;30,H,
817,P,0;00,1;30,,
856,S,0;00,7;30,H,
892,P,0;00,23;59,,
892,S,0;00,3;30,H,
931,S,22;00,5;00,H,
944,W,21;25,2;20,,
985,S,0;00,3;00,H,
1112,C,4;40,6;00,,
1112,P,6;00,0;00,,
1126,P,0;00,3;30,,
1142,W,0;30,1;15,,
1142,W,0;30,1;15,,
1245,S,19;00,3;00,H,
410,S,0;00,5;30,H,
410,P,5;30,6;30,,
410,C,6;30,7;35,,
410,W,7;35,11;45,,
410,I,11;45,17;05,,Off train
410,W,17;05,18;30,,
410,C,18;30,19;00,,
410,P,19;00,23;00,,
410,S,23;00,6;00,H,
410,P,6;00,22;00,,
410,S,22;00,6;00,H,
410,P,6;00,23;00,,
410,S,23;00,5;30,H,
410,P,5;30,6;30,,
410,C,6;30,7;35,,
410,W,7;35,11;45,,
410,I,11;45,17;05,,Off train
410,W,17;05,18;30,,
410,C,18;30,19;15,,
410,P,19;15,23;00,,
410,S,23;00,5;30,H,
410,P,5;30,6;30,,
410,C,6;30,7;30,,
410,W,7;30,11;45,,
410,I,11;45,17;00,,Off train
410,W,17;00,18;30,,
410,C,18;30,19;15,,
410,P,19;15,23;45,,
410,S,23;45,4;45,H,
410,P,4;45,5;45,,
410,C,5;45,6;10,,
410,W,6;10,16;10,,
410,C,16;10,17;00,,
410,P,17;00,0;00,,
410,P,4;45,5;30,,
410,C,5;30,6;10,,
410,W,6;10,16;18,,
410,C,16;18,17;00,,
410,P,17;00,23;00,,
410,S,23;00,5;30,H,
410,P,5;30,6;30,,
410,C,6;30,7;30,,
410,W,7;30,11;45,,
410,I,11;45,17;00,,Off train
410,W,17;00,18;30,,
410,C,18;30,19;15,,
410,P,19;15,23;00,,
410,S,23;00,6;00,H,
410,P,6;00,23;30,,
410,S,23;30,7;00,H,
410,P,7;00,20;00,,
410,S,20;00,5;30,H,
410,P,5;30,6;30,,
410,C,6;30,7;35,,
410,W,7;35,11;45,,
410,I,11;45,17;00,,
410,W,17;00,18;30,,
410,C,18;30,19;00,,
410,P,19;00,0;00,,
410,S,0;00,5;30,,
410,P,5;30,6;30,,
410,C,6;30,7;30,,
410,W,7;30,11;45,,
410,I,11;45,17;00,,
410,W,17;00,18;30,,
410,C,18;30,19;15,,
410,P,19;15,23;30,,
410,S,23;30,4;30,H,
410,P,4;30,5;30,,
410,C,5;30,6;09,,
410,W,6;09,16;18,,
410,C,16;18,17;00,,
410,P,17;00,0;00,,
410,S,0;00,4;30,H,
410,P,4;30,5;30,,
410,C,5;30,6;10,,
410,W,6;10,16;18,,
410,C,16;18,17;00,,
410,P,17;00,0;00,,
32,W,22;15,0;00,,
32,C,0;00,0;40,,
32,P,0;40,1;30,,
282,W,0;30,3;00,,
369,S,0;00,4;00,H,
410,S,0;00,4;45,H,
638,I,2;00,7;00,,Off train
638,S,3;00,7;00,A,
73,S,12;30,15;00,,
73,W,17;09,19;09,,
73,C,19;09,19;50,,
73,P,19;50,22;00,,
73,S,22;00,3;30,,
73,P,3;30,4;15,,
73,C,4;15,5;19,,
73,W,5;19,10;45,,
73,I,10;45,17;09,,Off train
73,W,17;09,19;09,,
73,C,19;09,19;50,,
73,P,19;50,22;00,,
73,S,22;00,3;20,,
73,S,13;00,14;15,,
73,P,3;20,3;50,,
73,C,3;50,4;12,,
73,W,4;12,9;00,,
73,B,9;00,10;00,,Off train
73,S,9;05,9;50,,
73,W,10;00,11;30,,
73,C,11;30,12;00,,
73,P,12;00,22;30,,
73,S,22;30,8;45,,
73,P,8;45,22;00,,
73,S,22;00,0;00,,
93,S,0;00,4;00,H,
93,P,4;00,4;40,,
93,C,4;40,5;23,,
93,W,5;23,8;00,,
