ID_Number,Activity,Start_Time,End_Time,Sleep_Location,Break_Location
1131,P,0;38,2;30,,
1131,S,2;30,8;30,H,
1131,P,8;30,16;00,,
1131,C,16;00,16;40,,
1131,P,16;40,17;00,,
1131,W,17;00,1;00,,
1131,C,1;00,1;40,,
1131,P,1;40,2;30,,
1131,S,2;30,8;30,H,
1131,P,8;30,15;00,,
1131,C,15;00,16;00,,
1131,W,16;00,0;00,,
1131,C,0;00,0;40,,
1131,P,0;40,2;30,,
1131,S,2;30,8;30,H,
1131,P,8;30,15;00,,
1131,C,15;00,16;00,,
1131,W,16;00,0;00,,
1131,C,0;00,0;40,,
1131,P,0;40,2;30,,
1131,S,2;30,8;30,H,
1131,P,8;30,15;00,,
1131,C,15;00,16;00,,
1131,W,16;00,0;00,,
1131,C,0;00,0;40,,
1131,P,0;40,2;30,,
1131,S,2;30,8;30,H,
1131,P,8;30,15;00,,
1131,C,15;00,16;00,,
1131,W,16;00,0;00,,
1131,C,0;00,0;40,,
1131,P,0;40,2;30,,
1131,S,2;30,8;30,H,
1131,P,8;30,15;30,,
1131,C,15;30,16;37,,
1131,W,16;37,1;33,,
1131,C,1;33,2;33,,
1131,P,2;33,3;00,,
1131,S,3;00,8;30,H,
1131,P,8;30,1;00,,
1131,S,1;00,8;30,H,
1131,P,8;30,16;00,,
1131,C,16;00,17;00,,
1131,W,17;00,1;00,,
1131,C,1;00,2;00,,
1131,P,2;00,2;30,,
1131,S,2;30,8;30,H,
1131,P,8;30,14;00,,
1131,C,14;00,15;00,,
1131,W,15;00,23;00,,
1131,C,23;00,0;00,,
1131,P,0;00,1;30,,
1131,S,1;30,8;30,H,
1131,P,8;30,14;00,,
1131,C,14;00,15;00,,
1131,W,15;00,23;00,,
1131,C,23;00,0;00,,
1131,P,0;00,1;30,,
1131,S,1;30,8;30,H,
1131,P,8;30,15;00,,
1131,C,15;00,16;00,,
1131,W,16;00,0;00,,
190,S,0;00,4;00,H,
190,P,4;00,4;30,,
190,C,4;30,5;15,,
190,W,5;15,6;20,,
190,B,6;20,6;43,,Train
190,W,6;43,8;30,,
190,B,8;30,9;36,,Off train
190,W,9;36,11;18,,
190,B,11;18,12;00,,Off train
190,W,12;00,13;30,,
190,B,13;30,14;07,,Off train
190,W,14;07,16;00,,
190,L,16;00,16;30,,
190,C,16;30,17;15,,
190,P,17;15,21;30,,
190,S,21;30,4;00,H,
190,P,4;00,4;30,,
190,C,4;30,5;15,,
190,W,5;15,6;20,,
190,B,6;20,6;43,,Train
190,W,6;43,8;30,,
190,B,8;30,9;36,,Off train
190,W,9;36,11;18,,
190,B,11;18,12;00,,Off train
190,W,12;00,13;30,,
190,B,13;30,14;07,,Off train
190,W,14;07,16;00,,
190,L,16;00,16;30,,
190,C,16;30,17;15,,
190,P,17;15,19;00,,
190,S,19;00,4;00,H,
190,P,4;00,4;30,,
190,C,4;30,5;15,,
190,W,5;15,6;20,,
190,B,6;20,6;43,,Train
190,W,6;43,8;30,,
190,B,8;30,9;36,,Off train
190,W,9;36,11;18,,
190,B,11;18,12;00,,Off train
190,W,12;00,13;30,,
190,B,13;30,14;07,,Off train
190,W,14;07,16;00,,
190,L,16;00,16;30,,
190,C,16;30,17;15,,
190,P,17;15,21;30,,
190,S,21;30,4;00,H,
190,P,4;00,4;30,,
190,C,4;30,5;15,,
190,W,5;15,6;20,,
190,B,6;20,6;43,,Train
190,W,6;43,8;30,,
190,B,8;30,9;36,,Off train
190,W,9;36,11;18,,
190,B,11;18,12;00,,Off train
190,W,12;00,13;30,,
190,B,13;30,14;07,,Off train
190,W,14;07,16;00,,
190,L,16;00,16;30,,
190,C,16;30,17;15,,
190,P,17;15,20;30,,
190,S,20;30,4;00,H,
190,P,4;00,4;30,,
190,C,4;30,5;15,,
190,W,5;15,6;20,,
190,B,6;20,6;43,,Train
190,W,6;43,8;30,,
190,B,8;30,9;36,,Off train
190,W,9;36,11;18,,
190,B,11;18,12;00,,Off train
190,W,12;00,13;30,,
190,B,13;30,14;07,,Off train
190,W,14;07,16;00,,
190,L,16;00,16;30,,
190,C,16;30,17;15,,
190,P,17;15,21;15,,
190,S,21;15,7;30,H,
190,P,7;30,23;30,,
190,S,23;30,9;00,H,
190,P,9;00,21;30,,
190,S,21;30,4;00,H,
190,P,4;00,4;30,,
190,C,4;30,5;15,,
190,W,5;15,6;20,,
190,B,6;20,6;43,,Train
190,W,6;43,8;30,,
190,B,8;30,9;36,,Off train
190,W,9;36,11;18,,
190,B,11;18,12;00,,Off train
190,W,12;00,13;30,,
190,B,13;30,14;07,,Off train
190,W,14;07,16;00,,
190,L,16;00,16;30,,
190,C,16;30,17;15,,
190,P,17;15,21;30,,
190,S,21;30,4;00,H,
190,P,4;00,4;30,,
190,C,4;30,5;15,,
190,W,5;15,6;20,,
190,B,6;20,6;43,,Train
190,W,6;43,8;30,,
190,B,8;30,9;36,,Off train
190,W,9;36,11;18,,
190,B,11;18,12;00,,Off train
190,W,12;00,13;30,,
190,B,13;30,14;07,,Off train
190,W,14;07,16;00,,
190,L,16;00,16;30,,
190,C,16;30,17;15,,
190,P,17;15,21;15,,
190,S,21;15,4;00,H,
190,P,4;00,4;30,,
190,C,4;30,5;15,,
190,W,5;15,6;20,,
190,B,6;20,6;43,,Train
190,W,6;43,8;30,,
190,B,8;30,9;36,,Off train
190,W,9;36,11;18,,
190,B,11;18,12;00,,Off train
190,W,12;00,13;30,,
190,B,13;30,14;07,,Off train
190,W,14;07,16;00,,
190,L,16;00,16;30,,
190,C,16;30,17;15,,
190,P,17;15,22;00,,
190,S,22;00,4;10,H,
190,P,4;10,4;30,,
190,C,4;30,5;15,,
190,W,5;15,6;20,,
190,B,6;20,6;43,,Train
190,W,6;43,8;30,,
190,B,8;30,9;36,,Off train
190,W,9;36,11;18,,
190,B,11;18,12;00,,Off train
190,W,12;00,13;30,,
190,B,13;30,14;07,,Off train
190,W,14;07,16;00,,
190,L,16;00,16;30,,
190,C,16;30,17;15,,
190,P,17;15,20;30,,
190,S,20;30,4;00,H,
190,P,4;00,4;30,,
190,C,4;30,5;15,,
190,W,5;15,6;20,,
190,B,6;20,6;43,,Train
190,W,6;43,8;30,,
190,B,8;30,9;36,,Off train
190,W,9;36,11;18,,
190,B,11;18,12;00,,Off train
190,W,12;00,13;30,,
190,B,13;30,14;07,,Off train
190,W,14;07,16;00,,
190,L,16;00,16;30,,
190,C,16;30,17;15,,
190,P,17;15,1;30,,
190,S,1;30,10;00,H,
190,P,10;00,23;00,,
190,S,23;00,9;00,H,
190,P,9;00,21;30,,
190,S,21;30,0;00,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;05,,
193,P,11;30,15;55,,
193,B,15;55,18;45,,Off train
193,C,18;45,19;20,,
193,P,19;20,20;30,,
193,S,20;30,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;05,,
193,I,11;30,15;55,,Off train
193,W,15;55,18;45,,
193,C,18;45,19;20,,
193,P,19;20,21;00,,
193,S,21;00,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;10,,
193,I,11;30,15;55,,Off train
193,S,15;20,15;45,A,
193,W,15;55,18;45,,
193,C,18;45,19;10,,
193,P,19;10,21;00,,
193,S,21;00,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;05,,
193,I,11;30,15;55,,Off train
193,W,15;55,18;45,,
193,C,18;45,19;20,,
193,P,19;20,21;30,,
193,S,21;30,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;05,,
193,I,11;30,15;55,,Off train
193,W,15;55,18;30,,
193,C,18;30,20;10,,
193,P,20;10,21;30,,
193,S,21;30,0;00,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;05,,
193,I,11;30,15;55,,Off train
193,W,15;55,18;45,,
193,C,18;45,19;10,,
193,P,19;10,20;00,,
193,S,20;00,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,11;30,,
193,I,11;30,15;55,,Off train
193,S,15;00,15;30,A,
193,W,15;55,18;45,,
193,C,18;45,19;20,,
193,P,19;20,21;00,,
193,S,21;00,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;05,,
193,I,11;30,15;55,,Off train
193,W,15;55,18;45,,
193,C,18;45,19;20,,
193,P,19;20,20;30,,
193,S,20;30,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;05,,
193,I,11;30,15;55,,Off train
193,W,15;55,18;45,,
193,C,18;45,19;10,,
193,P,19;10,21;30,,
193,S,21;30,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;05,,
193,I,11;30,15;55,,Off train
193,S,15;00,15;30,A,
193,W,15;55,18;45,,
193,C,18;45,20;00,,
193,P,20;00,21;00,,
193,S,21;00,0;00,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,11;30,,
193,I,11;30,15;55,,Off train
193,S,15;00,15;30,A,
193,W,15;55,18;45,,
193,C,18;45,19;30,,
193,P,19;30,20;30,,
193,S,20;30,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;10,,
193,I,11;30,15;55,,Off train
193,S,15;20,15;45,A,
193,W,15;55,18;45,,
193,C,18;45,19;15,,
193,P,19;15,21;00,,
193,S,21;00,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,11;30,,
193,I,11;30,15;55,,Off train
193,S,15;00,15;30,A,
193,W,15;55,18;45,,
193,C,18;45,19;30,,
193,P,19;30,21;00,,
193,S,21;00,3;45,H,
193,P,3;45,4;15,,
193,C,4;15,4;50,,
193,W,4;50,9;05,,
193,I,11;30,15;55,,Off train
193,W,15;55,18;45,,
193,C,18;45,19;10,,
193,P,19;10,21;00,,
193,S,21;00,0;00,H,
228,S,0;00,7;00,H,
228,P,7;00,10;45,,
228,C,10;45,11;30,,
228,W,11;30,22;00,,
228,C,22;00,22;45,,
228,P,22;45,0;00,,
228,S,0;00,8;30,H,
228,P,8;30,13;30,,
228,C,13;30,14;00,,
228,W,14;00,0;00,,
228,C,0;00,0;30,,
228,P,0;30,2;00,,
228,S,2;00,10;00,H,
228,P,10;00,13;30,,
228,C,13;30,14;00,,
228,W,14;00,0;00,,
228,C,0;00,0;30,,
228,P,0;30,1;00,,
228,S,1;00,9;00,H,
228,P,9;00,13;30,,
228,C,13;30,14;00,,
228,W,14;00,20;30,,
228,C,20;30,21;00,,
228,P,21;00,0;00,,
228,S,0;00,8;45,H,
228,P,8;45,10;45,,
228,C,10;45,11;30,,
228,W,11;30,22;00,,
228,C,22;00,22;45,,
228,P,22;45,0;00,,
228,S,0;00,7;00,H,
228,P,7;00,10;45,,
228,C,10;45,11;30,,
228,W,11;30,22;00,,
228,C,22;00,22;45,,
228,P,22;45,0;00,,
228,S,0;00,8;00,H,
228,P,8;00,13;30,,
228,C,13;30,14;00,,
228,W,14;00,0;00,,
228,C,0;00,0;30,,
228,P,0;30,3;30,,
228,S,3;30,9;30,,
228,P,9;30,13;30,,
228,C,13;30,14;00,,
228,W,14;00,0;00,,
228,C,0;00,0;30,,
228,P,0;30,3;00,,
228,S,3;00,10;00,H,
228,P,10;00,13;30,,
228,C,13;30,14;00,,
228,W,14;00,20;30,,
228,C,20;30,21;00,,
228,P,21;00,0;00,,
228,S,0;00,9;00,H,
228,P,9;00,10;45,,
228,C,10;45,11;30,,
228,W,11;30,22;00,,
228,C,22;00,22;45,,
228,P,22;45,2;00,,
228,S,2;00,9;30,H,
228,P,9;30,10;45,,
228,C,10;45,11;30,,
228,W,11;30,22;00,,
228,C,22;00,22;45,,
228,P,22;45,0;00,,
228,S,0;00,8;00,H,
228,P,8;00,13;30,,
228,C,13;30,14;00,,
228,W,14;00,0;00,,
228,P,0;00,2;00,,
228,S,2;00,10;00,H,
228,P,10;00,13;30,,
228,C,13;30,14;00,,
228,W,14;00,0;00,,
228,P,0;00,2;30,,
228,S,2;30,9;30,H,
228,P,9;30,13;30,,
228,C,13;30,14;00,,
228,W,14;00,0;00,,
246,S,0;00,6;15,H,
246,C,6;15,7;00,,
246,W,7;00,10;00,,
246,B,10;00,11;00,,Off train
246,W,11;00,15;00,,
246,C,15;00,15;45,,
246,P,15;45,21;00,,
246,S,21;00,6;00,H,
246,C,6;00,7;00,,
246,W,7;00,7;15,,
246,B,7;15,8;15,,Train
246,W,8;15,10;30,,
246,B,10;30,11;30,,Off train
246,W,11;30,15;00,,
246,C,15;00,16;00,,
246,P,16;00,22;00,,
246,S,22;00,6;15,H,
246,C,6;15,7;15,,
246,W,7;15,9;15,,
246,B,9;15,10;15,,Train
246,W,10;15,12;00,,
246,B,12;00,12;30,,Off train
246,W,12;30,15;00,,
246,C,15;00,16;15,,
246,P,16;15,23;00,,
246,S,23;00,6;30,H,
246,C,6;30,7;00,,
246,W,7;00,10;00,,
246,B,10;00,12;00,,Off train
246,W,12;00,15;00,,
246,C,15;00,15;30,,
246,P,15;30,23;00,,
246,S,23;00,3;00,H,
246,P,3;00,3;30,,
246,C,3;30,3;59,,
246,W,3;59,7;00,,
246,B,7;00,9;00,,Off train
246,W,9;00,15;00,,
246,C,15;00,16;00,,
246,P,16;00,20;00,,
246,S,20;00,5;30,H,
246,P,5;30,6;15,,
246,C,6;15,7;00,,
246,W,7;00,10;00,,
246,B,10;00,10;45,,Off train
246,W,10;45,15;00,,
246,C,15;00,16;30,,
246,P,16;30,20;00,,
246,S,20;00,6;00,H,
246,P,6;00,6;15,,
246,C,6;15,7;00,,
246,W,7;00,10;30,,
246,B,10;30,11;30,,Off train
246,W,11;30,15;00,,
246,C,15;00,16;00,,
246,P,16;00,22;00,,
246,S,22;00,6;00,H,
246,C,6;00,7;00,,
246,W,7;00,11;00,,
246,B,11;00,12;15,,Off train
246,W,12;15,15;00,,
246,C,15;00,16;15,,
246,P,16;15,21;00,,
246,S,21;00,5;00,H,
246,P,5;00,6;00,,
246,C,6;00,7;00,,
246,W,7;00,8;00,,
246,B,8;00,9;00,,Train
246,W,9;00,10;00,,
246,B,10;00,11;00,,Off train
246,W,11;00,15;00,,
246,C,15;00,15;45,,
246,P,15;45,21;00,,
246,S,21;00,6;15,H,
246,P,6;15,6;30,,
246,C,6;30,7;00,,
246,W,7;00,10;00,,
246,B,10;00,11;00,,Off train
246,W,11;00,15;00,,
246,C,15;00,16;30,,
246,P,16;30,23;00,,
246,S,23;00,5;00,H,
246,P,5;00,6;00,,
246,C,6;00,7;00,,
246,W,7;00,9;45,,
246,B,9;45,11;15,,Off train
246,W,11;15,15;00,,
246,C,15;00,16;00,,
246,P,16;00,22;00,,
246,S,22;00,5;45,H,
246,P,5;45,6;15,,
246,C,6;15,7;00,,
246,W,7;00,11;00,,
246,B,11;00,12;30,,Off train
246,W,12;30,15;00,,
246,C,15;00,16;15,,
246,P,16;15,21;00,,
246,S,21;00,6;00,H,
246,P,6;00,6;15,,
246,C,6;15,7;00,,
246,W,7;00,9;00,,
246,B,9;00,10;15,,Off train
246,W,10;15,15;10,,
246,C,15;10,16;30,,
246,P,16;30,0;00,,
246,S,0;00,6;15,H,
246,P,6;15,6;30,,
246,C,6;30,7;00,,
246,W,7;00,10;00,,
246,B,10;00,11;30,,Off train
246,W,11;30,15;00,,
246,C,15;00,16;15,,
246,P,16;15,0;00,,
246,P,5;30,23;00,,
246,S,23;00,5;30,H,
914,S,0;00,7;30,H,
914,P,7;30,8;30,,
914,C,8;30,8;57,,
914,W,8;57,12;00,,
914,I,12;00,18;00,,Off train
914,W,18;00,21;14,,
914,C,21;14,21;45,,
914,P,21;45,0;00,,
914,S,0;00,7;30,H,
914,P,7;30,8;30,,
914,C,8;30,8;57,,
914,W,8;57,12;00,,
914,I,12;00,18;00,,Off train
914,W,18;00,21;30,,
914,C,21;30,22;00,,
914,P,22;00,0;00,,
914,S,0;00,7;30,H,
914,P,7;30,8;30,,
914,C,8;30,8;57,,
914,W,8;57,12;00,,
914,I,12;00,18;00,,Off train
914,W,18;00,21;30,,
914,C,21;30,22;00,,
914,P,22;00,0;00,,
914,S,0;00,7;30,H,
914,P,7;30,8;30,,
914,C,8;30,9;00,,
914,W,9;00,12;00,,
914,I,12;00,18;00,,Off train
914,W,18;00,21;30,,
914,C,21;30,22;00,,
914,S,22;00,7;30,,
914,P,7;30,8;30,,
914,C,8;30,9;00,,
914,W,9;00,12;00,,
914,I,12;00,18;00,,Off train
914,W,18;00,22;00,,
914,C,22;00,22;45,,
914,P,22;45,0;00,,
914,S,0;00,8;00,H,
914,P,8;00,0;00,,
914,S,0;00,9;00,H,
914,P,9;00,23;00,,
914,S,23;00,7;30,H,
914,P,7;30,8;30,,
914,C,8;30,8;57,,
914,W,8;57,12;00,,
914,I,12;00,18;00,,Off train
914,W,18;00,21;15,,
914,C,21;15,21;40,,
914,P,21;40,0;00,,
914,S,0;00,7;30,H,
914,P,7;30,8;30,,
914,C,8;30,8;50,,
914,W,8;50,12;00,,
914,I,12;00,18;00,,Off train
914,W,18;00,21;15,,
914,C,21;15,21;45,,
914,P,21;45,23;00,,
914,S,23;00,7;30,H,
914,P,7;30,8;30,,
914,C,8;30,8;57,,
914,W,8;57,12;00,,
914,I,12;00,18;00,,Off train
914,W,18;00,21;15,,
914,C,21;15,21;45,,
914,P,21;45,0;00,,
914,S,0;00,7;30,H,
914,P,7;30,8;30,,
914,C,8;30,8;57,,
914,W,8;57,12;00,,
914,I,12;00,18;00,,Off train
914,W,18;00,21;15,,
914,C,21;15,22;00,,
914,P,22;00,23;30,,
914,S,23;30,8;00,H,
914,P,8;00,8;30,,
914,C,8;30,8;57,,
914,W,8;57,12;00,,
914,I,12;00,18;00,,Off train
914,W,18;00,21;15,,
914,C,21;15,22;00,,
914,P,22;00,0;00,,
914,S,0;00,8;00,H,
914,P,8;00,0;00,,
914,S,0;00,7;30,H,
914,P,7;30,0;00,,
944,S,0;00,9;30,H,
944,P,9;30,16;00,,
944,C,16;00,16;30,,
944,P,16;30,16;54,,
944,W,16;54,21;00,,
944,B,21;00,21;25,,Train
944,W,21;25,2;20,,
944,C,2;20,3;00,,
944,P,3;00,4;00,,
944,S,4;00,11;00,H,
944,P,11;00,16;00,,
944,C,16;00,16;45,,
944,W,16;45,21;00,,
944,B,21;00,21;30,,Train
944,W,21;30,2;20,,
944,C,2;20,3;00,,
944,P,3;00,4;00,,
944,S,4;00,11;00,H,
944,P,11;00,16;00,,
944,B,16;00,16;45,,
944,W,16;45,21;00,,
944,B,21;00,21;30,,Train
944,W,21;30,2;20,,
944,C,2;20,3;00,,
944,P,3;00,4;00,,
944,S,4;00,11;00,H,
944,P,11;00,16;00,,
944,C,16;00,16;45,,
944,W,16;45,20;30,,
944,B,20;30,21;25,,Train
944,W,21;25,2;20,,
944,C,2;20,3;00,,
944,P,3;00,4;00,,
944,S,4;00,11;30,H,
944,P,11;30,16;00,,
944,C,16;00,16;45,,
944,W,16;45,20;45,,
944,B,20;45,21;25,,
944,W,21;25,2;20,,
944,S,0;00,9;30,H,
944,P,9;30,16;00,,
944,C,16;00,16;45,,
944,W,16;45,20;45,,
944,B,20;45,21;25,,Train
944,W,21;25,2;20,,
944,C,2;20,2;55,,
944,P,2;55,4;00,,
944,S,4;00,11;00,H,
944,P,11;00,16;00,,
944,C,16;00,16;45,,
944,W,16;45,20;50,,
944,B,20;50,21;25,,Off train
944,C,2;20,3;00,,
944,P,3;00,3;30,,
944,S,3;30,11;30,H,
944,P,11;30,16;00,,
944,C,16;00,16;45,,
944,W,16;45,20;45,,
944,B,20;45,21;20,,Train
944,W,21;20,2;20,,
944,C,2;20,3;00,,
944,P,3;00,3;30,,
944,S,3;30,11;30,H,
944,P,11;30,16;00,,
944,C,16;00,16;45,,
944,W,16;45,20;45,,
944,B,20;45,21;25,,Train
944,W,21;25,2;20,,
944,C,2;20,2;55,,
944,P,2;55,4;00,,
944,S,4;00,11;30,H,
944,P,11;30,16;00,,
944,C,16;00,16;45,,
944,W,16;45,20;45,,
944,B,20;45,21;25,,Train
944,W,21;25,2;20,,
944,C,2;20,3;00,,
944,P,3;00,0;00,,
944,P,0;00,23;59,,
944,C,2;20,3;00,,
944,P,3;00,0;00,,
944,P,0;00,23;59,,
957,P,0;00,2;00,,
957,S,2;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
957,C,0;19,1;19,,
957,P,1;19,2;00,,
957,S,2;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
957,C,0;19,1;19,,
957,P,1;19,2;00,,
957,S,2;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
957,C,0;19,1;19,,
957,P,1;19,2;00,,
957,S,2;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
957,C,0;19,1;19,,
957,S,1;19,8;00,H,
957,P,8;00,1;00,,
957,S,1;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
957,C,0;19,1;19,,
957,P,1;19,2;00,,
957,S,2;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
957,C,0;19,1;19,,
957,P,1;19,2;00,,
957,S,2;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
957,C,0;19,1;00,,
957,S,1;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
957,C,0;19,1;19,,
957,P,1;19,2;00,,
957,S,2;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
957,C,0;19,1;19,,
957,P,1;19,2;00,,
957,S,2;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
957,C,0;19,1;19,,
957,P,1;19,23;59,,
957,S,2;00,9;00,H,
957,P,9;00,12;30,,
957,C,12;30,13;30,,
957,W,13;30,0;19,,
1143,S,0;00,7;30,H,
1143,P,7;30,0;00,,
1143,S,0;00,7;30,H,
1143,P,7;30,0;00,,
1143,S,0;00,7;30,H,
1143,P,7;30,0;00,,
1143,S,0;00,2;30,H,
1143,P,2;30,3;00,,
1143,C,3;00,4;00,,
1143,W,4;00,5;00,,
1143,C,5;00,6;00,,
1143,P,6;00,6;45,,
1143,S,6;45,8;45,H,
1143,P,8;45,9;00,,
1143,C,9;00,10;00,,
1143,W,10;00,15;10,,
1143,C,15;10,16;10,,
1143,P,16;10,0;00,,
1143,S,0;00,8;00,H,
1143,P,8;00,14;30,,
1143,C,14;30,15;15,,
1143,W,15;15,17;35,,
1143,B,17;35,20;00,,Off train
1143,W,20;00,0;20,,
1143,C,0;20,1;05,,
1143,S,1;05,8;00,H,
1143,P,8;00,14;30,,
1143,C,14;30,15;25,,
1143,W,15;25,17;45,,
1143,B,17;45,19;19,,Off train
1143,W,19;19,0;19,,
1143,C,0;19,1;04,,
1143,S,1;04,7;00,H,
1143,P,7;00,8;00,,
1143,C,8;00,9;00,,
1143,W,9;00,13;00,,
1143,C,13;00,13;45,,
1143,P,13;45,0;00,,
1143,S,0;00,7;00,H,
1143,P,7;00,0;00,,
1143,S,0;00,7;00,H,
1143,P,7;00,0;00,,
1143,S,0;00,7;00,H,
1143,P,7;00,0;00,,
1143,S,0;00,4;00,H,
1143,P,4;00,4;30,,
1143,C,4;30,5;20,,
1143,W,5;20,10;20,,
1143,C,10;20,11;05,,
1143,P,11;05,0;00,,
1143,S,0;00,3;45,H,
1143,P,3;45,4;30,,
1143,C,4;30,5;20,,
1143,W,5;20,10;20,,
1143,C,10;20,11;05,,
1143,P,11;05,0;00,,
1204,S,0;00,3;30,H,
1204,P,3;30,4;00,,
1204,C,4;00,5;35,,
1204,W,5;35,10;30,,
1204,I,10;30,17;12,,Off train
1204,W,17;12,18;42,,
1204,C,18;42,19;22,,
1204,S,19;22,4;00,H,
1204,C,4;00,5;35,,
1204,W,5;35,10;30,,
1204,I,10;30,17;12,,Off train
1204,W,17;12,18;42,,
1204,C,18;42,19;22,,
1204,S,19;22,4;00,H,
1204,C,4;00,5;35,,
1204,W,5;35,10;30,,
1204,I,10;30,17;12,,Off train
1204,W,17;12,18;42,,
1204,C,18;42,19;22,,
1204,S,19;22,3;30,H,
1204,P,3;30,4;00,,
1204,C,4;00,5;35,,
1204,W,5;35,10;30,,
1204,I,10;30,17;12,,
1204,W,17;12,18;42,,
1204,C,18;42,19;22,,
1204,S,19;22,3;30,H,
1204,P,3;30,4;00,,
1204,C,4;00,5;35,,
1204,W,5;35,10;30,,
1204,I,10;30,16;52,,Off train
1204,W,16;52,18;42,,
1204,C,18;42,19;22,,
1204,S,19;22,7;00,H,
1204,P,7;00,20;00,,
1204,S,20;00,6;30,H,
1204,P,6;30,21;00,,
1204,S,21;00,3;30,H,
1204,P,3;30,4;00,,
1204,C,4;00,5;35,,
1204,W,5;35,10;30,,
1204,I,10;30,16;57,,Off train
1204,W,16;57,18;42,,
1204,C,18;42,19;22,,
1204,P,19;22,20;00,,
1204,S,20;00,3;30,H,
1204,P,3;30,4;00,,
1204,C,4;00,5;35,,
1204,W,5;35,10;30,,
1204,I,10;30,16;57,,Off train
1204,W,16;57,18;42,,
1204,C,18;42,19;22,,
1204,P,19;22,20;30,,
1204,S,20;30,3;30,H,
1204,P,3;30,4;00,,
1204,C,4;00,5;35,,
1204,W,5;35,10;30,,
1204,I,10;30,16;54,,Off train
1204,W,16;54,18;42,,
1204,C,18;42,19;22,,
1204,P,19;22,20;30,,
1204,S,20;30,3;30,H,
1204,P,3;30,4;00,,
1204,C,4;00,5;35,,
1204,W,5;35,10;30,,
1204,I,10;30,16;57,,Off train
1204,W,16;57,18;42,,
1204,C,18;42,19;22,,
1204,P,19;22,20;30,,
1204,S,20;30,3;30,H,
1204,P,3;30,4;00,,
1204,C,4;00,5;35,,
1204,W,5;35,10;30,,
1204,I,10;30,16;57,,Off train
1204,W,16;57,18;42,,
1204,C,18;42,19;22,,
1204,P,19;22,20;00,,
1204,S,20;00,7;00,H,
1204,P,7;00,19;00,,
1204,S,19;00,7;00,H,
1204,P,7;00,21;30,,
1204,S,21;30,0;00,H,
629,S,0;00,5;30,H,
629,P,5;30,6;00,,
629,C,6;00,6;15,,
629,P,6;15,6;38,,
629,W,6;38,8;17,,
629,I,8;17,17;05,,Off train
629,W,17;05,18;35,,
629,C,18;35,18;50,,
629,P,18;50,0;00,,
629,S,0;00,6;30,H,
629,P,6;30,7;00,,
629,C,7;00,7;30,,
629,W,7;30,12;00,,
629,I,12;00,17;00,,Off train
629,W,17;00,18;30,,
629,C,18;30,18;45,,
629,P,18;45,0;00,,
629,S,0;00,6;30,H,
629,P,6;30,7;00,,
629,C,7;00,7;15,,
629,P,7;15,7;35,,
629,W,7;35,12;00,,
629,I,12;00,17;00,,Off train
629,W,17;00,18;30,,
629,C,18;30,18;45,,
629,P,18;45,22;30,,
629,S,22;30,8;30,H,
629,P,8;30,16;45,,
629,C,16;45,17;00,,
629,W,17;00,23;00,,
629,C,23;00,23;15,,
629,P,23;15,2;00,,
629,S,2;00,10;30,H,
629,P,10;30,16;45,,
629,C,16;45,17;00,,
629,W,17;00,23;00,,
629,C,23;00,23;15,,
629,P,23;15,0;00,,
629,P,5;30,6;15,,
629,C,6;15,6;30,,
629,W,6;30,8;15,,
629,I,8;15,17;00,,Off train
629,W,17;00,18;30,,
629,C,18;30,18;45,,
629,P,18;45,22;30,,
629,S,22;30,6;30,H,
